旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
金山商務旅館,雲林縣北港鎮文化路48號,"05-7832140,7832421",http://057832140.tw.tranews.com,18間,NT$2200-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好住民宿,雲林縣北港鎮仁和里公民路37號,05-7826727,http://www.0932587227.com.tw,10間,NT$2500-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金花園汽車旅館,雲林縣虎尾鎮東明路9號,05-6338866,http://www.mymotel.com,56間,NT$7000-7360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桂林休閒民宿,雲林縣古坑鄉桂林村內館27-1號,05-5900017,http://055900017.emmm.tw,4間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
觀月商務休閒旅館,雲林縣斗六市雲林路二段196號,05-5343333,http://www.moonarea.com.tw,41間,NT$6760-9160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
米都商務飯店,雲林縣西螺鎮中山路8號,05-5881350,-,39間,NT$1980-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蓮園休閒民宿,雲林縣古坑鄉古坑村朝陽路1-285號,0933-568097,-,4間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
微旅時尚旅店,雲林縣斗六市太平路2號,05-5323955,https://www.booking.com/hotel/tw/wei-lu-shi-shang-lu-dian-yun-lin-hsien.zh-tw.html?aid=375639;label=msn-QIoG1ONUIocEXiJNPHaUaw-16816573443%3Atikwd-16761167072%3Aloc-40%3Aneo%3Amte%3Adec%3Aqsbooking%20%E8%A8%82%E6%88%BF;sid=4dad890572d77e2dfbed810f790b0883,20間,NT$1000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳賓大旅社,雲林縣斗南鎮新興街203號,05-5973138-9,-,21間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禾都商務飯店,雲林縣北港鎮文明路60號,05-7836000,-,51間,NT$1980-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大湖山莊民宿,雲林縣古坑鄉永光村大湖口42-5號,05-5826639,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
驛棧民宿,雲林縣古坑鄉永昌村光昌路218號,05-5820299,http://www.cafehouse.com.tw/,5間,NT$2000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
劍湖山渡假大飯店,雲林縣古坑鄉永光村大湖口67-8號,05-5828111,http://www.jrhotel.com.tw/,293間,NT$4000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5
鄉海民宿,雲林縣口湖鄉下崙村中和路61號,05-7992851,-,5間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御花園汽車旅館,雲林縣斗六市府文路56號,05-5376622,-,53間,NT$1860-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山櫻花汽車旅館,雲林縣斗南鎮新生一路59號,05-5952888,-,25間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
千美旅社,雲林縣虎尾鎮下湳32-2號,05-6622625,-,29間,NT$1250-1250(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田心12號民宿,雲林縣古坑鄉田心村田心12號,0932-149012,http://sweethouseno12.blogspot.tw,3間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鄉村休閒農莊,雲林縣古坑鄉華山村華山81-9號,05-5901357,http://country.mmmtravel.com.tw/,5間,NT$2000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日日米窩,雲林縣北港鎮義民路63號,05-7823911,-,48間,NT$1200-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
翠華會館,雲林縣古坑鄉崁腳村南昌路6-26號,05-7709666,https://www.gwhotel.com.tw/,45間,NT$1500-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
賞星月目小木屋民宿,雲林縣古坑鄉華山村華山86-6號,0975-727317,-,5間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華安大飯店,雲林縣斗六市民生路156號9-12樓,05-5361001,http://www.howard-hotels.com.tw/metro/home/,66間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
竹林居生態農莊,雲林縣斗六市崙南路138號,05-5221916,-,5間,NT$2000-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
他里霧大旅社,雲林縣斗南鎮順安街65號,05-5973178,-,60間,NT$930-930(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
邦尼熊主題汽車旅館,雲林縣北港鎮天祥路29號,05-7822000,-,29間,NT$2680-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
豐勝家園民宿,雲林縣古坑鄉桂林村桃源2-9號,05-59003710932699761,-,3間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇居汽車旅館(禾楓斗六館),雲林縣斗六市建興路11號,05-5325111,http://www.hhsm.com.tw,21間,NT$5800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華山禾園,雲林縣古坑鄉華山村華山77號,05-5901667,http://tinyurl.com/y89hk3b7,5間,NT$1200-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福爾摩莎大飯店,雲林縣斗六市大學路二段23號,05-5337636,-,72間,NT$1780-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好住背包客棧,雲林縣北港鎮光明路20號,05-7832665,http://www.0932587227.com.tw/,5間,NT$700-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
登豐米蘭商務旅店,雲林縣虎尾鎮林森路二段57號,05-6323788,-,170間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永安大旅社,雲林縣斗南鎮永安街132號,05-5955111,-,36間,NT$500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石頭公園休閒民宿,雲林縣古坑鄉古坑村朝陽路1-286號,0933-568097,-,4間,NT$3600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
虎尾春秋,雲林縣虎尾鎮信義路69號,05-6360618,-,24間,NT$9500-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明心園民宿,雲林縣古坑鄉桂林村桃源路4-1號,05-5901124,-,5間,NT$1500-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天秀山莊,雲林縣古坑鄉華山村華山19-6號,05-5901978,http://www.tian-xiu.com/,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山峯民宿,雲林縣古坑鄉荷苞村山峰4-6號,0934-084625,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
斗宅,雲林縣斗六市龍潭里龍潭南路7-17號,0926-500671,https://www.belly-inn.com/,5間,NT$2000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
懷古驛棧民宿,雲林縣古坑鄉華山村華山97號,05-5900148,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一芫民宿,雲林縣古坑鄉西平村新生街43-2號,05-5826792,-,5間,NT$1800-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
咖啡大街民宿,雲林縣古坑鄉華山村華山34-3號,05-5900402,-,5間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
聖荷民宿,雲林縣古坑鄉桂林村桃源路8-6號,05-5901747,-,5間,NT$2200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
意境森林,雲林縣古坑鄉桂林村1鄰苦苓腳1-60號,0929-221618,-,8間,NT$4800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海悅汽車旅館有限公司,雲林縣斗南鎮長安路2段36號,05-5960022,-,27間,NT$1980-7960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
朝聖酒店,雲林縣北港鎮中山路146號3樓,05-7822999,https://kaoyuhotel-s.com.tw/,99間,NT$8000-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海宴休閒民宿,雲林縣古坑鄉桂林村桃源路1-8號,05-5900218,https://hiya218.com.tw,5間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
太信大飯店,雲林縣斗六市太平路7號7-9樓,05-5352889,-,47間,NT$4900-4900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
王鏘汽車旅館,"雲林縣斗六市鎮南路87,87-1至-49號",05-5323987,http://muti.com.tw/,24間,NT$3360-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
谷城國際酒店,雲林縣四湖鄉雲林縣四湖鄉保安路2號,05-7873888,-,42間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
川田府邸民宿,雲林縣西螺鎮振興里13鄰市場南路5號,05-5866466,-,5間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
橘園民宿,雲林縣古坑鄉桂林村內館27-3號,05-5900307,-,5間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
望民宿,雲林縣古坑鄉永光村光華路167號,05-5824612,http://one.gukeng.com.tw/,5間,NT$4200-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
涵園休閒民宿,雲林縣古坑鄉古坑村朝陽路1-287號,0933-568097,-,5間,NT$2300-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桂林香波咖啡城堡民宿,雲林縣古坑鄉桂林村93號,05-5901485,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山中茅蘆,雲林縣古坑鄉華山村華山69-10號,05-5901700,-,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
稻禾民宿,雲林縣西螺鎮中山路218號,0988-096533,-,4間,NT$2200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅晴汽車旅館,雲林縣麥寮鄉瓦磘里瓦磘路58號1、2樓,05-6937808,http://www.yueching.com.tw,15間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
落羽松莊園,雲林縣斗六市中華路715號,05-5338877,-,5間,NT$4500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
神農大飯店,雲林縣古坑鄉草嶺村草嶺18號,05-5831305,-,5間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
河岸咖啡民宿,雲林縣古坑鄉華山村華山86-12號,05-5900212,-,5間,NT$2200-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
石壁大飯店,雲林縣古坑鄉草嶺村草嶺75-1號,05-5831238,-,50間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
灜稼民宿,雲林縣口湖鄉成龍村成龍路131號,0965-331237,http://057971237.weebly.com,4間,NT$1800-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華山觀止民宿,雲林縣古坑鄉華山村松林54-5號,05-5900000,http://bugtwo.com.tw/,5間,NT$4000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
桂賓大旅社,雲林縣斗六市鎮北路1號,05-5324188,-,34間,NT$1000-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大信旅館,雲林縣斗六市太平路7號10樓,05-5352889,-,15間,NT$3500-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東璧山莊,雲林縣古坑鄉草嶺村草嶺81-5號,05-5831021,https://www.dongbi-manor.com.tw/index.html?fbclid=IwAR01bHGFV1uctuKBu1cWHdSuNB3HNEWHhWymcbmZHNPaR9aFTQhIkl-hknw,48間,NT$2700-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大湖底民宿,雲林縣古坑鄉華山村華山86-8號,05-5901599,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星辰商務汽車旅館,雲林縣斗六市三平里正心一路159號,05-5512345,-,30間,NT$1760-2560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅橋民宿,雲林縣西螺鎮建興路344號,05-5881090,-,5間,NT$1300-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅來鄉民宿,雲林縣古坑鄉桂林村桃源8-5號,05-5900326,-,5間,NT$1800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茗豐民宿,雲林縣古坑鄉華山村華山89號,05-5901368,-,5間,NT$1600-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
暗街宅內民宿,雲林縣北港鎮中和里安和街14號,05-7831922,-,2間,NT$3000-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清心慢漫民宿,雲林縣古坑鄉朝陽路1-20號,05-5824053,-,5間,NT$3200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
草嶺山莊,雲林縣古坑鄉草嶺村草嶺56號,05-5831121,http://www.tsauling.com.tw,35間,NT$2980-5280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華山民宿,雲林縣古坑鄉華山村華山97-1號,05-5900013,-,2間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞泰賓館,雲林縣褒忠鄉王厝66號,05-6973517,-,7間,NT$750-750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福檜木屋民宿,雲林縣古坑鄉桂林村桃源1-38號,05-5901818,http://www.happinesslogcabin.com,5間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
98漫遊,雲林縣虎尾鎮虎興西三街98號,0939-724294,-,4間,NT$1380-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛妮雅汽車旅館,雲林縣北港鎮新西街16號,05-7731800,-,27間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丞豐休閒民宿,雲林縣古坑鄉樟湖村石橋路50號,05-5811198,-,4間,NT$1800-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
上毅飯店,雲林縣虎尾鎮信義路28號,05-6310311,-,45間,NT$2000-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茗鎮民宿,雲林縣古坑鄉華山村華山1-17號,05-5901808,http://www.taiwancoffee.com.tw/,5間,NT$1200-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華億民宿,雲林縣古坑鄉華山村華山90號,05-5901375,-,4間,NT$1200-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華南大旅社,"雲林縣虎尾鎮光復路346-1號1,3-4樓",05-6325823,-,24間,NT$1100-1100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲都商務飯店,雲林縣麥寮鄉中華路25號,05-6933371,-,48間,NT$1680-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
群成旅社,雲林縣麥寮鄉麥津村中正路54號,05-6932044,-,16間,NT$1000-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲山民宿,雲林縣古坑鄉華山村松林路42號,05-6963078,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芯浩斯風格旅宿,雲林縣林內鄉林內路二段271巷82號,0919-043426,https://www.facebook.com/xinhouse192,5間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華口民宿,雲林縣古坑鄉華山村華山108號,05-5901920,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠原渡假旅社,雲林縣古坑鄉草嶺村草嶺42-1號,05-5831153,http://www.gph.com.tw,45間,NT$2200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三好商務汽車旅館,雲林縣西螺鎮埤頭里埤頭78-2號,05-5878111,-,24間,NT$2400-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
後街民宿,雲林縣西螺鎮市後街1-2號,0988-096533,-,4間,NT$2600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
世一旅社,雲林縣北港鎮中山路105號,05-7832225,-,30間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅人路過時,雲林縣西螺鎮光華里延平路304號,0938-328818,-,4間,NT$1980-3080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日升咖啡民宿,雲林縣古坑鄉麻園村8鄰麻園25-1號,05-5828018,-,3間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲都商務飯店2館,雲林縣麥寮鄉中華路31號,05-6933371,-,28間,NT$1800-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御品王朝旅店,雲林縣斗南鎮建國一路288號,05-5950101,-,72間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
南美大旅社,雲林縣斗南鎮民權路26號,05-5973188,-,30間,NT$400-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
七彩湖汽車旅館,雲林縣西螺鎮大同路1號1-2樓,05-5882345,-,20間,NT$2980-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
無憂,雲林縣古坑鄉永光村光華路120巷6號,05-5825588,-,4間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好蝦民宿,雲林縣口湖鄉梧南村11鄰東興路1-1號,05-7905385,-,3間,NT$800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
真岡大旅社,"雲林縣斗六市民生路185-3,4,5號",05-5331768,-,40間,NT$1680-1780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
景觀民宿,雲林縣古坑鄉華南村10鄰華南25號之2,05-5901762,-,3間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
聚安旅社,雲林縣麥寮鄉麥豐村中正路25號,05-6932014,-,6間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華麗休閒民宿,雲林縣古坑鄉華山村華山109號,05-5901408,-,5間,NT$1200-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
草嶺呆民宿,雲林縣古坑鄉草嶺村草嶺25號,05-5831108,-,7間,NT$4600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
凹凸宿嬉遊,雲林縣古坑鄉永光村文昌路56巷12號,0930-939017,https://www.facebook.com/stayyunlinwithus/,4間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛琴海花園汽車旅館,雲林縣西螺鎮光復東路27號,05-5875088,-,25間,NT$3500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
親和旅社,雲林縣北港鎮中山路198號,05-7832455,-,17間,NT$700-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茶園居,雲林縣古坑鄉華山村華山41-1號,05-5900361,-,5間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山田民宿,雲林縣古坑鄉華山村華山78-2號,05-5901981,-,4間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲林商務旅館,雲林縣土庫鎮光明路302號,05-6621111,http://apm008.surehigh.com.tw/francios/#restaurant,18間,NT$1500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寄寓,雲林縣莿桐鄉大美村6鄰大美21-196號,0911-103346,-,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
怪獸村屋民宿,雲林縣古坑鄉東和村文化路115-1號,09-29123288,https://villagehouse.monstercultures.com/,4間,NT$4200-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
