旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
盛德民宿,基隆市七堵區瑪東里9鄰大同街47-4號,02-24551521,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿樂哈大飯店,基隆市中正區信二路292-1號1、4、6、8樓,02-24227322,-,58間,NT$1590-2190(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蝶戀花旅社,基隆市仁愛區孝三路81號3-4樓,02-24201145,-,19間,NT$1600-1975(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
享住旅店,基隆市中正區信一路156號,02-24261026,http://www.justliveinn.com.tw/?page_id=94,32間,NT$2000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠文旅社,基隆市仁愛區仁三路28號2-4樓,02-24224244,-,10間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東岸之星旅店,"基隆市中正區信三路20,22號1-6樓",02-24223777,http://www.ecoast-star.com.tw/,35間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華星旅社,基隆市仁愛區孝一路54號1-7樓,02-24223166,-,52間,NT$1480-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華國商務飯店,基隆市仁愛區愛三路49巷18號,02-24267101-9,http://www.huaguohotel.com/,95間,NT$3300-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
萊茵商旅,基隆市中正區信一路177號17樓,02-24257766,http://www.rhineinn.com.tw,67間,NT$5600-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北都大飯店,基隆市中正區信二路319號,02-24227899,http://www.beidoo.com.tw/,135間,NT$2680-5720(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蔚藍海岸休閒SPA汽車旅館,基隆市安樂區武隆街67號,02-24332366,http://keelung.villa-group.com.tw/,32間,NT$5680-7380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
新好景商務汽車旅館,基隆市安樂區武崙街201號,02-24346866,http://www.new-scenery.com.tw/about-us.html,49間,NT$1680-1680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華帥海景飯店,基隆市仁愛區孝二路108號,02-24223131,http://www.hhotel.com.tw,60間,NT$3400-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富國旅社,基隆市仁愛區孝三路99巷18號,02-24284171,-,15間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
恆昌商旅,基隆市仁愛區仁三路24號5至7樓,02-24225186,https://www.facebook.com/hengchang5186.hotel.klu,49間,NT$3500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
粼島民宿,基隆市中正區正濱路34號,02-24632696,https://www.spangleinn.com/,5間,NT$6000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輕旅背包客棧,基隆市仁愛區愛三路87號6樓之1,02-24260799,http://lightinn.com.tw/,8間,NT$3000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美樂地汽車旅館,基隆市安樂區武隆街150號,02-24348388,http://intw04.myweb.hinet.net/AA_photo.htm,36間,NT$5580-5580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蔚藍海景旅店,基隆市中正區北寧路250-6號,02-24692169,http://www.blueoceanhotel.com.tw/,27間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
協和旅社,基隆市仁愛區孝四路22號2-3樓,02-24282136,-,10間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水之季主題旅館,基隆市中山區中山一路119號2樓,02-24282524,http://www.seasonofwater.com,4間,NT$1000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
同安旅社,基隆市仁愛區孝三路99巷1號2-3樓,02-24227719,-,9間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華都飯店,基隆市仁愛區仁一路307號,02-24202277,http://huaduhotelkeelung.com,70間,NT$2800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
集好旅店,基隆市仁愛區仁二路215號1-5樓,02-24201166,http://www.keebehotel.com,32間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金中泰賓館,基隆市仁愛區仁五路13號2-3樓,02-24289186-9,-,12間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安樓文旅,基隆市仁愛區仁三路11-4號,0935-593389,-,5間,NT$5250-5250(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雨島旅店,基隆市仁愛區仁三路8號,02-24252929,-,10間,NT$12000-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
