旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
花羚民宿,澎湖縣馬公市新明路126號,06-9221176,-,5間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
自由旅人民宿,澎湖縣馬公市西衛里277之2號,06-9261676,-,4間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
海堤民宿,澎湖縣馬公市鎖港里693號,06-9952293,-,3間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
七美風情民宿,澎湖縣七美鄉東湖頂隙5號,06-9971271,-,4間,NT$1500-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
海角民宿,澎湖縣馬公市光明里民族路121號,06-9266078,-,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
風島藍民宿,澎湖縣馬公市西文里10鄰文學路15號,06-9218122,-,5間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
撿便宜民宿,澎湖縣馬公市石泉里6鄰石泉2之91號,0977-207008,-,3間,NT$1500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
馥園民宿(特色民宿),澎湖縣馬公市西文澳92-62號,06-9211069,-,11間,NT$1500-4700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
那年夏天民宿,澎湖縣馬公市興仁里9鄰雙頭掛60之61號,06-9216491,-,4間,NT$1500-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
夏夏叫民宿,澎湖縣馬公市東文里7鄰東文澳336號,0987-878792,-,5間,NT$1500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
平湖窩行旅,澎湖縣馬公市重慶里中興路22號,06-9272151,-,14間,NT$1500-4320(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
順天旅社,澎湖縣七美鄉南港村18號,06-9971888,-,16間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
來客佳民宿,澎湖縣湖西鄉成功村1鄰港底142之1號,06-9211943,-,5間,NT$1600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
琴宿坊民宿,澎湖縣馬公市文光路25巷16弄9-1號,06-9267659,-,4間,NT$1600-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
臨海居民宿(特色民宿),澎湖縣馬公市臨海路10-6號,06-9271000,-,12間,NT$1600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
玉堂飯店,澎湖縣馬公市中華路33號,06-9278155,http://www.yuh-tarng.com.tw/,37間,NT$1600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
金沙灣民宿,澎湖縣馬公市鎖港里1913號,06-9951722,-,5間,NT$1600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
海岸線民宿,澎湖縣湖西鄉隘門村16之8號,06-9213428,-,2間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
澎湖樂悠悠民宿,澎湖縣馬公市東衛里15鄰東衛171之17號,06-9263868,-,4間,NT$1600-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
離家200里民宿,澎湖縣馬公市西衛里24鄰西衛396之9號,0932-817955,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
涵湘居民宿,澎湖縣馬公市西文里文德路25號,06-9213531,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
風沙月民宿,澎湖縣馬公市光復里中華路35-1號,06-9278156,-,5間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
致仙屋海景民宿,澎湖縣望安鄉東安村24-1號,06-9991413,-,4間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
莊家堡海釣民宿,澎湖縣馬公市石泉里5鄰石泉59號,0972-029553,-,5間,NT$1600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
初心輕旅民宿,澎湖縣馬公市鐵線里7鄰鐵線尾6之1號,0931-878382,-,3間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
風沙月民宿二館,澎湖縣馬公市光復里18鄰中華路39之1號,0989-652123,-,5間,NT$1600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
風沙月三館民宿,澎湖縣馬公市光復里18鄰中華路35號之2,0979-038123,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
東衛參捌民宿,澎湖縣馬公市東衛里38號,0919-624262,-,4間,NT$1600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
沿海地帶民宿,澎湖縣馬公市西衛里560號,06-9260617,-,5間,NT$1680-2480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1680,-
好好寓所民宿,澎湖縣馬公市東文里13鄰東文澳173號,0983-916227,-,4間,NT$1700-1700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
桂月的家民宿,澎湖縣湖西鄉成功里港底152號,0928-418130,-,3間,NT$1700-1700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
看海棧民宿,澎湖縣馬公市前寮里7鄰前寮33之16號,06-9218876,-,5間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
魚月民宿,澎湖縣馬公市鐵線里1鄰鐵線尾105號,0912-217144,https://fishmoon2015.weebly.com/,4間,NT$1800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
澎湖傑克家族民宿,澎湖縣馬公市朝陽里林森路15巷36弄5號,06-9265200,https://stores.taiwan66.com.tw/jackfamily/business-items,5間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
嵵裡沙灘轉角1-6民宿,澎湖縣馬公市時裡里1之6號,06-9950026,-,2間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
鯨魚民宿,澎湖縣馬公市鎖港里1鄰鎖管港18號,0912-056806,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
日曜民宿,澎湖縣馬公市興仁里7鄰双頭掛513號,0928-166037,-,5間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
珍愛轉來民宿,澎湖縣白沙鄉中屯村51之5號,0965-728678,-,4間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
焦糖瑪奇朵民宿,澎湖縣馬公市東文里6鄰文山路146號,06-9211781,-,5間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
星海民宿,澎湖縣馬公市山水里17-23號,06-9950076,-,3間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
日立大飯店,澎湖縣馬公市惠民一路25號,06-9265898,-,100間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
微光民宿,澎湖縣馬公市東衛里15鄰東衛251之17號,06-9263868,-,5間,NT$1800-3400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
北辰慢旅,澎湖縣馬公市大仁街18、20號,06-9262486,-,18間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
菊島足跡民宿,澎湖縣湖西鄉許家村3鄰港子尾75之3號,06-9260607,-,3間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
悠遊民宿,澎湖縣馬公市案山里48-1號,06-9277107,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
悅來民宿,澎湖縣湖西鄉許家村3鄰港子尾75之5號,06-9267760,-,3間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
澎湖心情故事民宿,澎湖縣馬公市興仁里9鄰雙頭掛211之3號,06-9214662,https://www.facebook.com/%E6%BE%8E%E6%B9%96%E5%BF%83%E6%83%85%E6%95%85%E4%BA%8B%E6%B0%91%E5%AE%BF-462325774100637/,4間,NT$1800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
星假期民宿,澎湖縣馬公市鐵線里38-21號,06-9952275,-,3間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
小魚的家民宿,澎湖縣馬公市西衛里83之86號,06-9271515,-,4間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
澎湖水電工的窩民宿,澎湖縣馬公市東文里東文澳322號,06-9216702,-,4間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
熱帶雨林民宿,澎湖縣馬公市前寮里260號,06-9270420,-,3間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
星月灣休閒民宿,澎湖縣西嶼鄉大池村1鄰大池角132號,06-9984159,-,5間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
尚和民宿,澎湖縣馬公市東衛里7鄰東衛71之12號,06-9221318,-,3間,NT$1800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
非宿不可民宿,澎湖縣白沙鄉通梁村2鄰通梁66之17號,0970-033679,-,4間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
自由行民宿,澎湖縣湖西鄉許家村3鄰港子尾75之2號,0989-022051,-,3間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
七桃神話民宿(特色民宿),澎湖縣馬公市東文里文明路117巷38號,06-9218282,-,10間,NT$1800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
那個慢活咖啡民宿,澎湖縣湖西鄉許家村1鄰港子尾2之10號,06-9274747,-,3間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
青輕旅民宿,澎湖縣馬公市興仁里8鄰双頭掛71之2號,06-9210708,-,2間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
非宿不可民宿二館,澎湖縣白沙鄉通梁村2鄰通梁66之18號,0920-319559,-,4間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
澎湖心情有故事民宿,澎湖縣馬公市興仁里9鄰雙頭掛221號,06-9214662,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
澎湖磯釣民宿,澎湖縣馬公市朝陽里37鄰六合路13巷22號,0917-696003,-,5間,NT$1800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
岸棧民宿,澎湖縣馬公市東衛里70之8號,0905-767866,-,5間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
風之島民宿,澎湖縣湖西鄉成功村港底201之6號,0985-294585,-,4間,NT$1800-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
巴巴小窩民宿,澎湖縣湖西鄉許家村2鄰港子尾15號之1,0936-234883,-,5間,NT$1880-1880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1880,-
貳拾貳隱巷,澎湖縣馬公市復興里新復路2巷16號之1,06-9266555,-,15間,NT$1980-9680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
幸福花民宿,澎湖縣馬公市西衛里13鄰西衛179號,06-9264456,-,5間,NT$1980-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
旅幸福民宿,澎湖縣湖西鄉許家村1鄰港子尾2之13號,0972-251587,-,4間,NT$1980-3080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
綉麗旅店民宿,澎湖縣馬公市石泉里石泉133號,06-9215208,-,3間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
寄居蟹之家民宿(特色民宿),澎湖縣馬公市山水里212號,06-9951662,-,7間,NT$2000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
來玩住我家民宿,澎湖縣馬公市鎖港里1882號,06-9952433,-,3間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
溫馨民宿,澎湖縣馬公市烏崁里1之6號,0966-558303,http://www.penghuws.com,5間,NT$2000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
海豚的家民宿,澎湖縣馬公市西衛里232之21號,06-9263685,-,4間,NT$2000-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
勝國大飯店,澎湖縣馬公市水源路2-12號1-11樓,06-9273891,-,130間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
和興大飯店,澎湖縣馬公市陽明里光復路106號,06-9278850,-,43間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
宏湖居宋船長之家民宿,澎湖縣白沙鄉後寮村8鄰後寮211號,06-9932979,-,5間,NT$2000-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
蔚藍海民宿,澎湖縣馬公市東衛里3之3號,0987-081912,https://skyeyocean.okgo.tw,5間,NT$2000-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
澎湖北吉光背包客民宿,澎湖縣馬公市山水里17之26號,06-9953005,http://www.bayhouse.tw,5間,NT$2000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
我們這一家民宿,澎湖縣馬公市安宅里171之1號,06-9216055,-,4間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
逸遊蔚境民宿(特色民宿),澎湖縣馬公市安宅里3鄰宅腳嶼9之1號,06-9210588,http://easystayph.blogspot.com/,7間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
夏之旅民宿,澎湖縣馬公市鐵線里鐵線尾7之6號,06-9950765,-,4間,NT$2000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
天強民宿,澎湖縣馬公市石泉里17鄰石泉2之56號,0989-701999,https://gopenghu.ego.tw/room.html#menu,5間,NT$2000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
浪漫一夏民宿,澎湖縣馬公市東衛里15鄰東衛129之70號,0933-373203,-,5間,NT$2000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
逸軒居民宿一館,澎湖縣湖西鄉城北村10鄰大城北229之9號,0970-828818,-,5間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
晨光夜色民宿,澎湖縣馬公市西衛里五福路138巷169號,0935-572197,-,5間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
熊站主題民宿,澎湖縣馬公市石泉里石泉2之101號,0922-745676,-,4間,NT$2000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
覓海二館民宿,澎湖縣馬公市石泉里5鄰石泉590號,0922-780005,-,5間,NT$2000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
沙鷗民宿,澎湖縣湖西鄉沙港村7之6號,06-9221576,-,5間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
春屏民宿,澎湖縣馬公市光明里3鄰光復路131巷14號,0958-129799,-,3間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
亞瑪加民宿,澎湖縣馬公市西衛里光復路385號,06-9278019,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
德奇海景民宿,澎湖縣七美鄉南港村46號,06-9972034,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
乙統大飯店,澎湖縣馬公市經國路113巷36號1-8樓,06-9212166,-,65間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
阿雅民宿,澎湖縣馬公市鐵線里6鄰鐵線尾7之7號,0912-105218,-,4間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
熱帶魚民宿,澎湖縣馬公市西文里11鄰西文澳716號,06-9268855,-,3間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
傻風民宿,澎湖縣馬公市中興里文化路12-2號,06-9268183,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
簡單玩民宿,澎湖縣馬公市菜園里1鄰菜園6之5號,06-9214108,-,3間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
菓葉日出背包客棧民宿,澎湖縣湖西鄉果葉村5鄰果葉46號之2,0937-579324,-,2間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
拾個貝殼民宿,澎湖縣白沙鄉吉貝村183-27號,06-9911458,-,4間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
散島旅居民宿,澎湖縣馬公市西衛里25鄰西衛379之9號,06-9266566,-,2間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
