旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
幸福旅人民宿,花蓮縣花蓮市主安里福建街162之2號,0921-864021,http://www.happiness162.com,4間,NT$1400-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
忘憂驛棧民宿,花蓮縣富里鄉萬寧村萬寧59-1號,03-8861670,-,4間,NT$1400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
太魯閣藝術民宿,花蓮縣新城鄉順安村草林路114-6號,03-8612380,-,4間,NT$1400-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
圖。方便-背包客民宿,花蓮縣花蓮市國聯里國民三街34號,0910-550801,http://handyhostel.pixnet.net/blog,5間,NT$1400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
農妹子民宿,花蓮縣瑞穗鄉國光南路60巷72號,0965-857377,-,4間,NT$1400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
花蓮幸福小城民宿,花蓮縣花蓮市主安里4鄰廣東街21之1號,0921-864021,-,3間,NT$1400-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1400,-
好日子民宿,花蓮縣玉里鎮啟模里14鄰仁愛路二段110號,0985-235662,-,3間,NT$1480-1680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1480,-
多羅滿精品汽車旅館,花蓮縣花蓮市國聯里34鄰國興一街123號,03-8316622,http://www.drmmotel.com.tw/,59間,NT$1500-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
伯爵農莊民宿,花蓮縣吉安鄉稻香村稻興一街88號,03-8549737,-,3間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
楓格民宿,花蓮縣吉安鄉吉安村26鄰吉昌二街298號,03-8521120,-,4間,NT$1500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
元氣屋民宿,花蓮縣壽豐鄉平和村大學路2段63巷55-3號,0963-381639,http://www.38663338.com,3間,NT$1500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
加家民宿,花蓮縣玉里鎮大禹里大禹4-1號,0937-836855,-,3間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
花蓮富雅民宿,花蓮縣花蓮市民孝里19鄰東興路395號,03-8235485,http://www.netete.com/fuya/,4間,NT$1500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
大新精緻商旅,花蓮縣花蓮市民族里5鄰中山路101號,03-8333152,-,39間,NT$1500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
逸境站前民宿,花蓮縣花蓮市國盛里國民九街106號,0933-485498,http://www.stationbnb.com.tw/,4間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
日日好民宿,花蓮縣壽豐鄉豐裡村4鄰民生街5號,03-8655357,-,2間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
江水田園民宿,花蓮縣鳳林鎮南平里1鄰自強路36號,0988-117127,-,5間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
悠花蓮民宿,花蓮縣花蓮市民德里民德一街32號3樓,0912-430839,http://www.u-hualien.com,5間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
韓舍民宿,花蓮縣花蓮市主安里福建街150巷29號,03-8351148,-,3間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
利家庄民宿,花蓮縣富里鄉東里村1鄰大莊路59之2號,03-8861177,-,5間,NT$1500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
歐洲之星民宿,花蓮縣花蓮市主學里中正路354號,0938-212567,-,5間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
海天民宿,花蓮縣豐濱鄉新社村新社171號,03-8711369,http://www.oceanview.tw,5間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
馬自達民宿,花蓮縣花蓮市民享里府前路562-1號,03-8227697,http://blog.xuite.net/stout911/mazda,5間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
湘品旅館,"花蓮縣花蓮市主商里16鄰光復街13-3,-4,-5,-6號",0976-687602,-,18間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
豐生活民宿,花蓮縣新城鄉順安村5鄰北三棧119之9號,0926-171162,-,4間,NT$1500-25000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
東華晴空樹民宿,花蓮縣壽豐鄉平和村23鄰吳全80之2號,0927-234125,https://skytree.hualien-travel.com.tw,4間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
香椿芽民宿,花蓮縣玉里鎮中城里3鄰福安街86之3號,0919-829771,-,4間,NT$1500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
永安樂活民宿,花蓮縣吉安鄉太昌村6鄰明仁二街289號,0910-469155,-,4間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
道花蓮民宿,花蓮縣花蓮市中山路601巷1弄26號,0910-521290,-,4間,NT$1500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
砂卡礑民宿,花蓮縣秀林鄉富世村富世141號,03-8611623,-,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
山水商務旅店,花蓮縣花蓮市國聯里26鄰國聯三路73號,03-8336571,https://www.r88.com.tw/,40間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
檸檬墅民宿,花蓮縣花蓮市民意里47鄰尚志路35之13號,03-8221822,-,3間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
花蓮知卡宣民宿,花蓮縣吉安鄉仁和村7鄰南海三街316號,0933-483162,-,12間,NT$1500-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
廢在這背包客棧民宿,花蓮縣花蓮市富安路49號,0955-160193,-,5間,NT$1500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
愛曦民宿,花蓮縣花蓮市國風里林森路257巷28號,0938-520000,https://uniquefuntw.com/,1間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
東立茶行民宿,花蓮縣瑞穗鄉舞鶴村舞鶴251號,03-8870027,-,4間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
Vita家民宿,花蓮縣新城鄉大漢村33鄰大華街2巷9號,03-8263836,-,3間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
鳳梧旅社,花蓮縣鳳林鎮鳳智里11鄰中美路58號1.2.3樓,03-8762661,-,14間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
益順休閒農莊民宿,花蓮縣富里鄉竹田村雲閩15號,03-8821123,http://www.goto60.com.tw,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
牛山呼庭休閒園區民宿,花蓮縣壽豐鄉水璉村牛山39-5號,03-8601400,-,1間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
為楓民宿,花蓮縣吉安鄉仁安村南海三街113號,0955-466733,-,5間,NT$1500-4888(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
鳳凰花園別墅民宿,花蓮縣鳳林鎮鳳義里鳳凰路58號,03-8761351,http://www.netete.com/phoenix/,3間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
海洋飯店,花蓮縣花蓮市國聯里21鄰國聯三路58號,03-8336169,-,60間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
翰林居民宿,花蓮縣花蓮市國裕里富吉路2號,0979-706512,-,4間,NT$1500-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
櫻田野民宿,花蓮縣吉安鄉福興村福興七街8號,03-8539580,http://www.038540366.com,4間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
自在家園民宿,花蓮縣花蓮市國民二街15號,03-8352277,-,3間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
秀山園旅社,花蓮縣瑞穗鄉瑞穗村6鄰中正北路一段13號,"03-8872211,8701169",-,20間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
美諦斯民宿,花蓮縣富里鄉富里村8鄰和平街181號,03-8830595,-,4間,NT$1500-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
頌月風情民宿,花蓮縣秀林鄉景美村14鄰三棧96之2號,03-8260293,-,3間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
沙漠風情民宿,花蓮縣豐濱鄉港口村石梯灣117-1號,0911-8781134,-,5間,NT$1500-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
楓林民宿,花蓮縣吉安鄉福興村舊村六街156巷6號,0932-304089,-,3間,NT$1500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
金龍大旅社,花蓮縣花蓮市民族里5鄰中山路77號,03-8323126-7,-,17間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
Lee`Ho．寓所民宿,花蓮縣花蓮市民德二街16號,0955070740-773320,-,4間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
