旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
稻草人民宿,金門縣金城鎮歐厝51-1號,082-329164,-,2間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
瓊林客棧,金門縣金湖鎮瓊林198號,0982-433500,-,4間,NT$1500-1900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
W民宿,金門縣金寧鄉盤山村下堡28號,082-328373,-,5間,NT$1500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
浦欽,金門縣金沙鎮浦山里21鄰下塘頭6號,0987-555787,-,5間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
立姐咖啡民宿,金門縣金沙鎮復興街28號,0933-699172,-,4間,NT$1500-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
時隅,金門縣金城鎮歐厝65號,0986-629929,-,2間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
親愛的民宿二館,金門縣金寧鄉埔邊115號,0983-878538,-,4間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
下堡單車民宿,金門縣金寧鄉下堡24號,082-328373,-,2間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
市港民宿,金門縣金湖鎮市港路176號,0921-101061,-,5間,NT$1580-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1580,-
永承民宿,金門縣金湖鎮市港路180號,0937-606299,-,5間,NT$1580-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1580,-
煌家民宿,金門縣金湖鎮新湖里市港路5號,082-337120,-,4間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
尚書第民宿,金門縣金寧鄉大學路55號,0936-052940,-,5間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
海福花園飯店,金門縣金沙鎮何斗里高陽路1號,082-353888,https://www.haifu.com.tw/garden/,77間,NT$1600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
詠詠の家,金門縣金城鎮前水頭85-5號,082-323480,http://yongyong182.okgo.tw,5間,NT$1600-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
金戰民宿,金門縣金湖鎮漁村1-1號,0919-138480,-,5間,NT$1600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
三力民宿,金門縣金湖鎮山外里山外17號,082-331635,-,5間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
白宮七哩香園,金門縣金寧鄉環島北路二段315巷15號,082-326470,-,14間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
南山85號民宿,金門縣金寧鄉南山85號,082-322008,-,4間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
星空民宿,金門縣金湖鎮安民1號,082-335478,-,4間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
金門城民宿,金門縣金城鎮金門城103之1號,082-316172,-,5間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
庭園民宿,金門縣金寧鄉榜林村6之10號1樓,0932-061624,http://bed-and-breakfast-3567.business.site/,3間,NT$1600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
山貓茶旅,金門縣金寧鄉頂埔下131號,0925-113456,-,3間,NT$1600-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
禧樂民宿,金門縣金城鎮西海路三段39巷3弄10號,0932-897821,-,5間,NT$1600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
林兜秘境,金門縣金湖鎮林兜363號,082-331313,-,4間,NT$1600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
作客7號,金門縣金城鎮後豐港7號,082-371221,https://www.facebook.com/profile.php?id=100089339264550,4間,NT$1600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
親愛的民宿,金門縣金寧鄉埔邊133號,0983-878538,-,4間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
簡單優豆民宿,金門縣金寧鄉安美村安岐76-2號,082-323127,-,4間,NT$1600-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
海灣Villa會館,金門縣金沙鎮浦山里后宅76號,0905-235003,-,5間,NT$1600-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
任我行民宿,金門縣金城鎮珠沙里小西門1號,082-328293,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
水頭34號民宿,金門縣金城鎮前水頭34號,082-373018,-,7間,NT$1600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
金沙湖畔渡假會館,金門縣金沙鎮汶沙里后浦頭142號,082-355888,http://jinsahotel.com.tw,35間,NT$1600-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
浯洲客棧,金門縣金寧鄉湖埔村慈湖路1段112號,082-320710,-,5間,NT$1600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
心琴2館,金門縣金寧鄉埔邊120號,0919-027915,-,4間,NT$1600-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
小金門民宿,金門縣烈嶼鄉黃埔村5鄰埔頭11-6號,082-362589,-,5間,NT$1600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
背包客棧497-2館,金門縣金城鎮西門里民生路45巷6弄7-1號,0905-134369,-,2間,NT$1600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
遇見夏墅,金門縣金城鎮西海路三段106巷12弄3號,0932-970386,-,5間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
豪鵬遊民宿2館,金門縣金寧鄉慈湖路一段60-1號,0919-644121,-,5間,NT$1600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
宜家2館,金門縣金寧鄉埔邊119號,0910-327509,-,4間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
新龍頭古厝,金門縣金寧鄉北山170號,0934-170277,-,4間,NT$1600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
蘭湖頌,金門縣金湖鎮小徑34號,0930-628130,-,5間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
山水星渡假中心,金門縣金湖鎮后壟31-1號,082-336088,-,22間,NT$1600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
金城艾美浴井1館,金門縣金城鎮賢庵里9鄰浴井18號,0972-195-567,-,15間,NT$1680-2280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1680,-
金城艾美浴井2館,金門縣金城鎮賢庵里9鄰浴井20號,0972-195-567,-,15間,NT$1680-1880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1680,-
東一點紅金墩園,金門縣金寧鄉安美村瓊安路830巷5號,0933-607602,http://kinmenhomestay.com,5間,NT$1700-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
瓊林92號民宿,金門縣金湖鎮瓊林92號,082-333429,https://jingying0604.ego.tw/,4間,NT$1700-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
遇見幸福民宿,金門縣金城鎮和平新村117號,0905-131323,-,5間,NT$1700-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
海悅民宿,金門縣金寧鄉湖埔村19鄰下埔下312號,082-312353,http://www.wretch.cc/blog/papa8080a,5間,NT$1700-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
伯爵民宿,金門縣金湖鎮新湖里塔后47-11號,082-331771,-,5間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
欣欣民宿,金門縣金湖鎮瓊林里1鄰瓊林6-10號,082-330578,-,5間,NT$1800-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
山后海珠咖啡民宿,金門縣金沙鎮山后67號,082-352258,http://sun-oh.blogspot.com,2間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
山前李家民宿,金門縣金城鎮山前5號,0972-034015,-,4間,NT$1800-3300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
吾家城市客棧,金門縣金寧鄉湖南13-9號,082-323231,-,4間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
瓊林79號民宿,金門縣金湖鎮瓊林79號,082-333429,https://jingying0604.ego.tw/,5間,NT$1800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
北山171號民宿,金門縣金寧鄉北山171號,082-320879,-,4間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
海豐民宿,金門縣金城鎮金水里16鄰後豐港28號,0933-069445,-,5間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
水頭53號民宿,金門縣金城鎮前水頭53號,082-328131,http://www.5657.com.tw/lsc/p01.htm,5間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
梅子綠,金門縣金寧鄉大學路32巷60號,0936-810195,-,5間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
山后65號民宿,金門縣金沙鎮山后65號,082-355380,https://sun-oh.blogspot.com/,4間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
金門老爺山莊,金門縣金湖鎮瓊林里珩厝1-1號,082-320191,-,4間,NT$1800-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
看見幸福,金門縣金寧鄉湖埔村20鄰環島西路二段93巷5號,0932-706777,https://seehappy.ego.tw,12間,NT$1800-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
睏不睏民宿,金門縣金寧鄉盤山村林堡路320巷6號,0980-996775,-,5間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
上禾家,金門縣金寧鄉盤果路127號,0958-691015,-,4間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
度咕,金門縣金寧鄉盤山村前厝45-5號,0919-130999,-,5間,NT$1800-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
寶沁居,金門縣金寧鄉盤山村1鄰頂堡68-1號,0937-149262,-,5間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
心琴古厝民宿,金門縣金寧鄉湖下76號,0937-943287,-,4間,NT$1800-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
后倉七號,金門縣金寧鄉后沙7號,0933-699339,-,4間,NT$1800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
蘊海民宿,金門縣金寧鄉慈湖路三段69號,0987-072059,-,4間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
小週末民宿,金門縣金城鎮西海路35巷25號,0905-588750,-,9間,NT$1800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
榕樹下民宿,金門縣金寧鄉盤山村下堡17號,082-328373,-,5間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
海豚灣民宿,金門縣金寧鄉埔後133號,0915-722282,-,5間,NT$1800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
金門厝民宿,金門縣金城鎮珠浦東路4巷23號,082-311512,-,3間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
如荷自在民宿,金門縣金湖鎮環島北路三段303號,082-353315,-,5間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
珠山官邸民宿,金門縣金城鎮珠山22-2號,0988-619520,-,4間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
福氣ㄟ,金門縣金沙鎮官嶼里青嶼55號,0919-879177,-,4間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
