旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
渡假汽車旅館,屏東縣屏東市自由路790號,08-7331777,-,38間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
風喬民宿,屏東縣恆春鎮砂尾路21-2號,08-8867696,-,3間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
大樹房民宿,屏東縣恆春鎮砂尾路21-1號,08-8866723,-,5間,NT$2000-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
風琉居,屏東縣琉球鄉三民路294號,08-8612410,-,5間,NT$2000-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
海比尼斯民宿,屏東縣車城鄉保新路65號,08-8821412,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
億園民宿,屏東縣恆春鎮恆南路17號,0916-540690,https://traiwan.com/official/booking.php?id=yiyuan,5間,NT$2000-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
恆春古城民宿,屏東縣恆春鎮省北路41巷17號,08-8881771,-,3間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
相思埔民宿,屏東縣琉球鄉上杉路31巷7號,08-8611173,-,4間,NT$2000-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
灰舍,屏東縣滿州鄉新庄路101巷1號,0963-901135,https://dearbnb.com/zh/bnb/house-in-gray/,5間,NT$2000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
墾丁六民宿,屏東縣恆春鎮興北路興中巷34號,0905-129800,-,2間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
光華民宿,屏東縣潮州鎮光華一巷35之3號,0952-598280,-,5間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
艾khùn行旅民宿,屏東縣東港鎮船頭里18鄰嘉新一街28號,0911-644454,https://booking.owlting.com/khun,6間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
清營日式文旅民宿,屏東縣屏東市清營巷4號,0908-227059,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
佑佑11號民宿,屏東縣恆春鎮恆公路970巷11號,0963-575939,-,2間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
夢鄉嬤屋,屏東縣恆春鎮恆西路2巷10號,0937-193657,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
采拓旅人,屏東縣恆春鎮恆南路35巷3號,08-8897708,-,2間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
良河民宿,屏東縣恆春鎮中山路135號,0932-782612,-,4間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
一家人民宿,屏東縣琉球鄉上福村中華路6-3號,0921-207089,-,3間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
