旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
東里家風,苗栗縣苑裡鎮苑坑里2鄰苑坑8號,037-853158,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
三義幸福小築民宿,苗栗縣三義鄉廣盛村40鄰八股路館前5巷1-7號,037-871280,-,4間,NT$2000-3900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
宜家園,苗栗縣南庄鄉南江村14鄰小東河1-1號,037-825289,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
馨雅民宿,苗栗縣三義鄉廣盛村37鄰廣聲新城21號,037-870551,-,3間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
竹豐旅社,苗栗縣竹南鎮和平街95號,037-472120,-,13間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
石門客棧,苗栗縣大湖鄉栗林村16鄰竹橋20號,037-951129,-,2間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
石壁彩虹民宿,苗栗縣南庄鄉東河村21鄰石壁21號,037-821777,-,4間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
瑪懷舒民宿,苗栗縣泰安鄉錦水村6鄰圓墩39-6號,037-941174,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
八卦力民宿,苗栗縣南庄鄉蓬萊村11鄰八卦力25-1號,0915-566007,-,5間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
白沙墩民宿,苗栗縣通霄鎮白西里10鄰白西57號,037-793086,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
五福山莊民宿,苗栗縣三義鄉龍騰村12鄰草排40號,037-872030,http://WWW.5FU.TW,4間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
水雲間,苗栗縣南庄鄉東河村10鄰六隘寮23號,037-825777,-,3間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
山居蘭園,苗栗縣南庄鄉南富村22鄰四灣77之1號,037-825968,-,3間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
春谷農場,苗栗縣南庄鄉南江里14鄰小東河25號,037-821892,https://www.chungu.com.tw/,10間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
楚留香民宿,苗栗縣泰安鄉清安村12鄰洗水坑114號,037-941730,-,2間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
小仙肉民宿,苗栗縣苗栗市維新里21鄰新東街347巷56號,0966-366633,-,1間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
御香園商務汽車旅館,苗栗縣通霄鎮中山路522號,037-750789,-,37間,NT$2080-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2080,-
翠松苑民宿,苗栗縣通霄鎮南和里10鄰南和127-1號,037-783357,-,4間,NT$2200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
桐鄉民宿,苗栗縣三義鄉勝興村25鄰水美257之1號,037-879760,-,5間,NT$2200-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
桂橘園民宿,苗栗縣獅潭鄉永興村3鄰永興16-7號,037-932587,-,5間,NT$2200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
毓琇圖書山莊,苗栗縣南庄鄉南江村9鄰里金館35號,037-823939,-,5間,NT$2200-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
印象.泰雅渡假民宿,苗栗縣泰安鄉象鼻村1鄰象鼻39號,0911-972823,http://dalagang.mmmtravel.com.tw/?ptype=hotel,5間,NT$2200-3960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
長屋民宿,苗栗縣通霄鎮福興里8鄰福興88之8號,037-783535,-,3間,NT$2200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
向陽田園,苗栗縣三義鄉龍騰村1鄰龍騰9-5號,037-874028,-,3間,NT$2300-2300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2300,-
米堤園,苗栗縣南庄鄉南江村9鄰里金館40號,037-824558,-,3間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
正在旅行,苗栗縣三義鄉廣盛村39鄰八股路館前2巷1之10號,037-876168,http://www.traveling.tw,3間,NT$2400-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
茗緣居民宿,苗栗縣三義鄉雙潭村8鄰雙連潭100號,0988-247872,http://www.tea-fate.com.tw/,2間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
老寮民宿,苗栗縣南庄鄉南江村22鄰南江街50號,0963-143945,-,2間,NT$2400-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
欣悅商務旅店,苗栗縣頭份市自強里中華路1319號1-5樓,037-663388,-,35間,NT$2400-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
微微風民宿,苗栗縣三義鄉廣盛村41鄰八股路館前7巷1-1號,037-877077,http://sanyiweiweifeng.com,4間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
遊桐花休閒汽車旅館,苗栗縣後龍鎮龍坑里十班坑155-16號,037-733669,-,25間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
眉山居,苗栗縣南庄鄉田美村6鄰田美106號,0928-015017,http://www.mschi88.com,5間,NT$2500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
松鶴祥和居民宿,苗栗縣公館鄉仁安村9鄰仁安118-3號,0921-951213,-,3間,NT$2500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
藝欣山莊,苗栗縣南庄鄉東村中正路138號,037-825868,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
灣麗甜馨民宿,苗栗縣苑裡鎮田心里8鄰田心83之19號,037-853793,https://www.facebook.com/YuanliSweetHome/,4間,NT$2500-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
花露民宿,苗栗縣卓蘭鎮西坪里4鄰西坪43-3號,04-25898565,-,2間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
瞭望角民宿,苗栗縣泰安鄉清安村3鄰小南角66號,037-941666,http://gocamping520.pixnet.net/blog,2間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
譚家園民宿,苗栗縣南庄鄉田美村2鄰田美23-7號,0912-295188,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
福人居,苗栗縣大湖鄉大南村6鄰大南勢32-1號,037-996089,-,3間,NT$2500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
阿湯哥民宿,苗栗縣泰安鄉錦水村10鄰橫龍山72-1號,037-941885,-,4間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
美富安休閒館,苗栗縣泰安鄉象鼻村3鄰永安33之6號,037-962023,-,3間,NT$2500-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
巨缿民宿,苗栗縣三義鄉勝興村22鄰水美105號,037-878289,-,5間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
御品園,苗栗縣卓蘭鎮西坪里3鄰西坪36-26號,04-25891789,-,4間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
尤瑪阿麗,苗栗縣泰安鄉錦水村6鄰圓墩40號,037-941931,-,2間,NT$2500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
青杉嶴民宿,苗栗縣南庄鄉東河村21鄰石壁23號,037-821510,-,4間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
遇見台灣百合,苗栗縣三灣鄉銅鏡村7鄰大銅鑼圈69-11號,037-834256,https://www.facebook.com/taiwanlilyhome,1間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
達拉灣民宿,苗栗縣泰安鄉士林村5鄰馬那邦32-1號,037-962349,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
晨境森林,苗栗縣南庄鄉蓬萊村4鄰紅毛館46號,0912-071226,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
宣妮民宿,苗栗縣竹南鎮崎頂里6鄰北戶26之2號,0975-191359,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
南庄美德民宿,苗栗縣南庄鄉蓬萊村2鄰紅毛館33之3號,0935-513123,-,5間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
微光書旅民宿,苗栗縣銅鑼鄉銅鑼村19鄰中正路5號,037-982453,-,3間,NT$2500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
鯉享童樂親子民宿,苗栗縣三義鄉鯉魚潭村3鄰鯉魚口65之9號,0903-339077,-,3間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2500,-
曲中居音樂民宿,苗栗縣南庄鄉西村5鄰中山路96之3號,037-822207,-,4間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
南江璞園,苗栗縣南庄鄉南江村3鄰東江31-8號,037-825925,http://www.037825925.com.tw,5間,NT$2600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
月心汽車旅館,苗栗縣苗栗市經國路四段505巷9號,037-277756,http://sm.wi-fi.net.tw/about.asp,16間,NT$2600-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
响銅鑼客棧,苗栗縣銅鑼鄉銅鑼村39鄰雙峰路文園巷86之2號,+886-0936284103,http://www.facebook.com/dandan830,4間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
友泰民宿溫泉館,苗栗縣泰安鄉錦水村6鄰圓墩46-2號,037-941868,-,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
左岸LED庭園,苗栗縣南庄鄉東河村1鄰東興新邨176號,037-821997,http://leftled.mmweb.tw,3間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
天然居民宿,苗栗縣泰安鄉清安村3鄰小南角16之1號,037-941758,http://www.olife.com.tw/nature/,5間,NT$2600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
仙山民宿,苗栗縣南庄鄉蓬萊村2鄰紅毛館35號,037-821050,http://www.037824995.com,3間,NT$2600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
陳媽媽民宿,苗栗縣三灣鄉內灣村1鄰二灣8號,037-834200,-,4間,NT$2600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
向天湖咖啡民宿,苗栗縣南庄鄉東河村16鄰向天湖26號,037-825559,-,3間,NT$2600-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
三義竺夢園民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之5號,0923-557911,-,3間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
天水居,苗栗縣南庄鄉東河村10鄰六隘寮2之1號,0923-663412,-,4間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
溪水旁民宿,苗栗縣三義鄉双湖村17鄰双湖81之2號,0911-396733,-,3間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2600,-
飛螢農莊,苗栗縣通霄鎮福興里11鄰福興126號,037-783371,-,2間,NT$2700-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
釣魚的貓,苗栗縣通霄鎮福興里13鄰福興148之12號,0952-783738,-,2間,NT$2700-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
山嵐民宿,苗栗縣三義鄉廣盛村37鄰廣聲新城3巷1號,037-875706,-,2間,NT$2700-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2700,-
御和園商務汽車旅館,苗栗縣竹南鎮公義路1500號,037-584748,-,52間,NT$2780-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2780,-
湖畔栗鯉,苗栗縣大湖鄉新開村2鄰新開69-1號,037-951826,-,5間,NT$2800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
景舍休閒山莊,苗栗縣南庄鄉蓬萊村9鄰42份8-17號,037-822311,-,4間,NT$2800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
米南汽車旅館,苗栗縣苗栗市新英里新英76號,037-335088,-,45間,NT$2800-2900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
王府大飯店,苗栗縣苗栗市為公路三東巷3號,037-273055,-,58間,NT$2800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
南庄好山好水民宿,苗栗縣南庄鄉蓬萊村4鄰紅毛館53-6號,037-825789,http://www.gmgw.com.tw,5間,NT$2800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
好望角民宿,苗栗縣通霄鎮福興里11鄰126-3號,0921-372321,-,2間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
卓也藏山館,苗栗縣三義鄉雙潭村13鄰崩山下1之5號,037-879198,http://www.joye.com.tw,5間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
紅棗民宿,苗栗縣公館鄉中義村11鄰中義267之5號,037-234443,-,4間,NT$2800-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
福軒養生館,苗栗縣三義鄉雙潭村10鄰雙連潭155號,037-879177,-,4間,NT$2800-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2800,-
我的花園,苗栗縣公館鄉館南村24鄰館南293-2號,037-229157,-,2間,NT$2980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2980,-
水頭人家,苗栗縣大湖鄉大寮村10鄰水頭寮14之8號,037-992990,http://water-house.mmweb.tw/,4間,NT$3000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
慕哲哈比屋,苗栗縣三義鄉廣盛村34鄰重河路324之12號,037-872935,http://www.maisonphilo.tw/,4間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
響水客棧,苗栗縣公館鄉開礦村13鄰開礦193號,0923-124902,http://soundwater.hi-bnb.com/,4間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
采莓行館,苗栗縣大湖鄉大湖村中山路37號,037-993133,-,16間,NT$3000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
松緣民宿,苗栗縣南庄鄉田美村2鄰田美22-22號,0921-760366,-,4間,NT$3000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3000,-
