旅宿名稱,地址,電話,官方網站,總房間數,定價,定價i,星級
金慶安旅社,臺南市善化區青年路175號,06-5837441,-,6間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),600,-
華都客棧,臺南市玉井區民主街71號,06-5742121,-,8間,NT$600-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),600,-
上佳旅館,臺南市北區成功路68巷22號1-2樓,06-2283171,-,30間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),600,-
富賓旅社,臺南市善化區中山路339號,06-5837159,-,12間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),600,-
永樂天大旅社,臺南市仁德區正義一街58號,06-2704271,-,21間,NT$650-1000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),650,-
掘旅青年旅舍,臺南市東區臺南市東區育樂街161號,06-2355161,http://www.journeyhostel.com/,16間,NT$650-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),650,-
夏閣商務汽車旅館,臺南市北區成德里育德二路290號,06-2813456,http://www.shop1688.com.tw/aom20200622013/,43間,NT$680-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),680,-
金春旅社,臺南市新化區忠孝路271號,06-5989378,-,10間,NT$700-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),700,-
大同大旅社,臺南市新營區中山路26號,06-6322886,-,35間,NT$700-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),700,-
長興旅社,臺南市玉井區民族路12號,06-5742038,-,8間,NT$700-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),700,-
山福旅社,臺南市關廟區山西里中正路1011號,06-5952289,-,10間,NT$800-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),800,-
君王旅館,臺南市北區公園路134號10樓,06-2228945,-,6間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),800,-
仁愛旅社,臺南市仁德區大同路三段56號,06-2680240,-,5間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),800,-
靜樂旅社,臺南市白河區關嶺里關子嶺17號,06-6822678,-,14間,NT$800-800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),800,-
谷園客棧,臺南市中西區中山路79巷66號,06-2251899,http://www.gghostel.com.tw,3間,NT$800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),800,-
湘里蘭商務旅館,臺南市東區中華東路三段551號2-7樓,06-2603311,-,31間,NT$860-1400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),860,-
華賓旅社,臺南市麻豆區興中路129-3號,06-5712223,-,8間,NT$900-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),900,-
金龍溫泉大旅社,臺南市新化區中興路626號,06-5900889,http://ec.any.com.tw/aden5-2/index.php?custid=2949&,26間,NT$900-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),900,-
燕賓大旅社,臺南市北區富北街84號,06-2209882,-,13間,NT$900-900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),900,-
台興大旅社,臺南市中西區永福路二段197巷1號,06-2220176,-,40間,NT$900-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),900,-
青舍商旅,臺南市中西區和平街99號2-7樓,06-2233693,-,36間,NT$950-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),950,-
傑克堡旅舘,臺南市北區民德路58巷106號,0966-515771,-,14間,NT$980-3780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),980,-
南安旅社,臺南市下營區文化街81號,06-6892132,-,13間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1000,-
玉山大旅社,臺南市關廟區五甲里南雄路1段1086號,06-5952616,-,21間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1000,-
富第大飯店,臺南市北區北忠街75號,06-2110011,http://www.704001.com/062110011/,48間,NT$1000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1000,-
可樂那休憩旅宿HOTEL,臺南市安南區科技公園大道30號,06-3842000,-,45間,NT$1200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
鴻海大旅社,臺南市白河區中正路42號,06-6830358,-,7間,NT$1200-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
古堡民宿,臺南市安平區古堡街76巷1號,0930-690112,-,4間,NT$1200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
楓鈴山莊,臺南市白河區關嶺里關子嶺33號,06-6822040,-,4間,NT$1200-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
遠悅飯店卡樂一館,"臺南市中西區新美街21號2-5樓,23號1-4樓",0985-167039,-,59間,NT$1200-2700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
漫半拍,臺南市中西區新美街204號,0915-221457,https://lentohostel.squarespace.com/,4間,NT$1200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
品福旅宿,臺南市永康區正南一街181巷5號,06-2539169,-,80間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
大吉商務旅館,臺南市安南區新順里安和路二段217號4樓之2,06-3570033,-,7間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
灰熊人文民宿,臺南市中西區府前路一段304巷15弄2號,0915-014122,http://888.8088.tw,3間,NT$1200-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
遠悅飯店卡樂二館,臺南市中西區新美街15號,0985-167039,-,10間,NT$1200-2100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
哥爸妻夫飯店,臺南市東區林森路一段156號1-2樓,06-2905501,-,7間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
光華大飯店,"臺南市中西區北門路1段151,153,155號2-4樓,157號1-4樓",06-2263171,http://www.guanghaw.com.tw/yellowpage/index.html,63間,NT$1200-1900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1200,-
皇家花園汽車旅館,臺南市安平區建平一街224巷15號,06-2983666,-,35間,NT$1280-2560(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1280,-
嵐茵旅館,臺南市北區公園里成功路2號12樓之21～58,06-2213200,-,33間,NT$1280-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1280,-
嶺一旅社,臺南市白河區關嶺里關子嶺9-2號,06-6822325,-,2間,NT$1300-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1300,-
允頌汽車旅館,臺南市安平區建平十七街1號1-2樓,06-2987756,http://www.rh-motel.com.tw/,33間,NT$1300-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1300,-
萊茵河汽車旅館,臺南市佳里區文新里安西122號之8及122號之9,06-7211888,-,30間,NT$1350-1460(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1350,-
嘉韻商務旅館,臺南市永康區埔園里33鄰埔園街152號,06-2018485,-,19間,NT$1380-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1380,-
南惰,臺南市中西區大同路一段46巷20號,0988-069547,-,3間,NT$1500-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
大餅的家,臺南市安平區安北路196巷11弄2號,0966-792129,http://dabinghometainan.pixnet.net/blog,3間,NT$1500-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
名悅賓館,臺南市新營區民生路20號2-5樓,06-6334661,-,16間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
御宿汽車旅館台南館,臺南市中西區西湖里中華西路2段581號,06-3588811,http://www.royal-group.com.tw/home.html,34間,NT$1500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
遠百企業觀光旅館,臺南市永康區中正南路533號,06-2537554,http://feth.com.tw/,40間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
古都101,臺南市東區長榮路二段32巷101號,0921-405381,-,3間,NT$1500-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
嘉源民宿,臺南市七股區大潭里台潭53號之14,06-7493008,https://www.chiayuan.net/,3間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
我小時候,臺南市安平區金城里12鄰世平路7號,0912-530968,http://wikidhostel.com,13間,NT$1500-9880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
關子嶺大旅社,臺南市白河區關嶺里關子嶺20號,06-6822321,-,34間,NT$1500-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
唯二‧安平,臺南市安平區國勝路17-2號,0985-990588,-,5間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
阿梅溫泉,臺南市白河區關嶺里關子嶺24-10號,06-6822804,-,5間,NT$1500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
小巷內之厝,臺南市北區自強街76、78號,0976-418153,http://facebook.com/tainanoldtown/,3間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
OinnHotel&Hostel巷弄輕旅,臺南市中西區文和街29號,06-3501101,http://www.oinnhostel.com,24間,NT$1500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1500,-
威妮斯汽車商務旅館,臺南市安南區北安路三段308號,06-2554785,-,29間,NT$1570-2470(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1570,-
溫莎堡汽車旅館仁德館,臺南市仁德區仁德里文華路3段585號,06-2492345,https://www.wsbmotel.com.tw/,34間,NT$1580-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1580,-
鹽鄉民宿,臺南市北門區北門里7鄰井仔腳57號,06-7862643,-,3間,NT$1600-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
董娘美食生活館,臺南市東山區大客里46-18號,06-6802582,-,2間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
旅樂民宿,臺南市中西區大同路一段46巷37弄16號,0938-669072,-,4間,NT$1600-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
壹零捌巷會館,臺南市中西區中正路108巷9號,0978-565006,-,5間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
蝸牛巷會館,臺南市中西區中正路108巷11號,0988-197003,-,5間,NT$1600-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
助哥親民民宿,臺南市中西區民權路三段143巷23號,0982-660529,-,5間,NT$1600-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1600,-
長榮興商務汽車旅館,臺南市東區裕義路226號,06-3310777,http://www.changsing-motel.com.tw/,22間,NT$1660-1660(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1660,-
富士都商務汽車會館,臺南市仁德區文華路三段500號,06-2709678,-,59間,NT$1680-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1680,-
激點情境旅館,臺南市北區和緯路三段210號1-3樓,06-3500070,http://www.gmotel.com.tw/,29間,NT$1680-8880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1680,-
台灣詩路,臺南市鹽水區田寮里6鄰田寮68號,06-6551732,-,3間,NT$1700-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
虎山驛站,臺南市白河區虎山里83號,06-6832530,-,5間,NT$1700-1700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1700,-
納多利汽車旅館,臺南市東區崇德八街1號,06-2906199,https://www.shop1688.com.tw/aom20200622010/,33間,NT$1780-6680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1780,-
荷峰汽車旅館,臺南市北區華德里中華北路二段194巷57號2樓,06-2520505,http://www.hollandmotel.com.tw,43間,NT$1780-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1780,-
靚屋,臺南市關廟區民權街172號,0936-354756,-,4間,NT$1800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
玉井山水居宿,臺南市玉井區中正里10鄰中圍街72號,06-5749420,http://www.nicehome-stay.com,5間,NT$1800-3880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
六宿,臺南市北區公園北路116巷7-1號,0919-768515,-,5間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
鐵道大飯店,臺南市北區成功路2號13樓之1至之60及14樓之1至61及2-1、2-2號,06-2213200,-,98間,NT$1800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
和和窩,臺南市中西區正德街29巷3號,0938-669683,-,3間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1800,-
雲頂國際商旅,臺南市南區大同路二段530號,06-2687766,http://www.high-cloud.com.tw,46間,NT$1880-16880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1880,-
台南昱家小巷,臺南市安平區安北路16巷5弄8號,0976-167855,-,2間,NT$1900-3100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1900,-
捷喬商務旅館,臺南市中西區尊王路158號1樓及156號2樓、6樓至8樓,06-2295107,-,31間,NT$1980-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
百威汽車旅館,臺南市東區崇德路928號1-2樓,06-2904702,http://www.minmen.com/w8.htm,28間,NT$1980-1980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
世洋商務會館,臺南市新營區新進路二段316號,06-6591222,-,54間,NT$1980-4680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
晶綻花園汽車旅館,臺南市新市區大營里善新大道1號,06-5858877,http://www.jing-zhan.com.tw/,33間,NT$1980-5880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),1980,-
榮雲築地,臺南市北區富北街48巷3之1號,06-2228808,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
喜來登汽車旅館,臺南市佳里區民安里同安寮1-20號,06-7232700,-,17間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
華都商務飯店,臺南市北區文賢路1192號1-4樓,06-2598822,http://www.hwa-du.com/,21間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
蓮鄉小筑,臺南市白河區永安里15鄰大德街91號,0911-065654,-,5間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
長紅山莊,臺南市白河區關嶺里關子嶺15號,06-6822282,-,15間,NT$2000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
隆田旅社,臺南市官田區隆田里中山路一段118號,06-5791268,-,18間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
驛家旅館,臺南市中西區成功路343號9樓-1~-4,06-7035333,-,19間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
鹽舍休閒民宿,臺南市北門區北門里井子腳80之9號,06-7862643,-,3間,NT$2000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
葛淶休閒民宿,臺南市學甲區大灣里大灣154-29號,06-7838835,-,5間,NT$2000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
阿肥在家,臺南市中西區開山路122巷42號,06-2219152,-,1間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
蓮鄉雅築,臺南市白河區大德街122號,0931-392708,-,4間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
串門子,臺南市安平區國勝路35巷3之5號,0986-091996,-,3間,NT$2000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
貳樓居,臺南市善化區陽明路142巷39號之85,0955-100010,-,3間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
長長99,臺南市東區長榮路二段32巷99號,0933-666272,-,3間,NT$2000-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
富御館礦質溫泉,臺南市白河區關嶺里關子嶺11號,06-6822888,-,25間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
山中小屋,臺南市東山區高原里109號之13,06-6864388,-,4間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
回家旅行,臺南市安南區尊安街87號,0914-039585,-,2間,NT$2000-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
愛藝宿,臺南市中西區府前路一段122巷12號之2,0987-333534,-,3間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
樹屋文旅,臺南市安平區建平里永華五街20號1至4樓,06-2989566,-,17間,NT$2000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
上賓大旅社,臺南市北區北門路二段35號1-3樓,06-2216097,-,8間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
德恩農園,臺南市楠西區龜丹里5鄰59-2號,06-5746210,-,3間,NT$2000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
鼎立安商務旅館,臺南市永康區中華里小東路473之71及之72號10樓,06-3115757,https://www.toplhotel.com.tw/,24間,NT$2000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
左鎮農場民宿,臺南市左鎮區光和里光和65之1號,06-2387450,-,3間,NT$2000-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
辛村籽民宿,臺南市安平區安北路426巷22號,0938-663657,-,3間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
林的家民宿,臺南市安平區永華十二街27巷60號,0975-984701,-,5間,NT$2000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
人與山旅宿,臺南市東山區大洋6之6號,06-6863635,http://www.senwho.com.tw,18間,NT$2000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2000,-
無米樂荷蘭井湧泉民宿,臺南市後壁區菁寮里菁寮129號,06-6622705,-,5間,NT$2100-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2100,-
首相大飯店,臺南市北區公園路128號B1.1-8樓,06-2252141,http://www.premier.com.tw,82間,NT$2100-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2100,-
皇家汽車旅館,臺南市永康區埔園街156號,06-2037666,-,39間,NT$2160-2160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2160,-
台南七股西寮民宿,臺南市七股區西寮40之3號,0911-600412,-,5間,NT$2200-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
穀意‧鄉居,臺南市後壁區菁寮里11之8號,06-6621101,-,2間,NT$2200-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
覓境,臺南市中西區中山路79巷96號,0928-775227,-,4間,NT$2200-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
藍舍,臺南市中西區忠孝街93巷25號,0905-528629,https://www.facebook.com/%E8%97%8D%E8%88%8D-2502551019787196/,3間,NT$2200-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
寶麗頌旅館,臺南市東區中華東路三段452巷8弄2號,06-3365875,http://www.leyhotel.com/,9間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
山林背包青旅,臺南市玉井區大仁街49號,0937-349078,-,4間,NT$2200-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
摩登居,臺南市中西區府前路一段122巷12號之8,0918-256707,-,4間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
札秝。悅,臺南市中西區民生路二段320號,0961-575658,-,4間,NT$2200-8360(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
山蒔旁白,臺南市玉井區玉田里1鄰中山路15號,06-5749539,-,5間,NT$2200-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2200,-
沐府海旅,臺南市安平區安億路288號1至4樓,06-2939998,-,12間,NT$2205-6880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2205,-
留飯店,臺南市安平區府前四街99號1至5樓,06-2982000,http://www.hoteldeleau.com/,33間,NT$2290-23000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2290,-
巧寓民宿,臺南市中西區大新街21巷5號,0981-596456,-,4間,NT$2300-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2300,-
福憩背包客棧,臺南市中西區和平街91號,06-2211167,http://www.fuqihostel.com/,5間,NT$2400-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
黃東公園大飯店,臺南市佳里區中山路401號2-9樓,06-7232711,-,64間,NT$2400-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
半。葉,臺南市中西區建業街37巷5號,0912-251743,https://www.facebook.com/banyi0118/?eid=ARC3X36BfUHLssHl4lt9LuO_yCeMcFjnL7oomR54epdp3bJrGZtlSWZaHO9DZHVkizK0FC_-LOw9WZP6,3間,NT$2400-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
玩聚安平,臺南市安平區安平路606巷17弄13號,0976-677859,-,5間,NT$2400-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
荷米輕別館,臺南市中西區府前路一段122巷6號,0905-051562,-,3間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
玉井山水居宿二,臺南市玉井區中正里10鄰中圍街76號,0926-583420,-,5間,NT$2400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
簡單純民宿,臺南市安平區安平路446巷17弄39號,06-2231885,https://sp-house-bed-and-breakfast.business.site/?m=true,3間,NT$2400-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
吳居吾宿,臺南市中西區普濟街45號,0930-479959,-,5間,NT$2400-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
亞帝大飯店,臺南市東區東門路三段31號9-11樓,06-2897360,-,45間,NT$2400-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2400,-
