旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
Ｍｅｒｌｉｎ２０,宜蘭縣礁溪鄉武暖路108-20號,03-9308720,-,4間,NT$4280-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
森林公園民宿,宜蘭縣冬山鄉幸福二路8之1號,0910-021039,-,3間,NT$1800-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東方水漾民宿,宜蘭縣礁溪鄉白雲村份尾一路7號,0912-813390,https://www.eastrunnel.com.tw,4間,NT$4200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
夏爾迦,宜蘭縣五結鄉季新村季水路47號,03-9600612,-,5間,NT$4800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
烏石港北堤民宿,宜蘭縣頭城鎮港口里港口路103號,0988-004800,http://www.wushisurfhostel.com,3間,NT$2300-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
希格瑪花園城堡,宜蘭縣員山鄉蓁巷村深福路236號,0920908725-0987275539,-,5間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伍拾捌度湯苑溫泉旅店,宜蘭縣礁溪鄉德陽村礁溪路五段61號2樓,03-9875111,-,6間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
有朋會館,宜蘭縣礁溪鄉二結村二結路36-11號,03-9220172,http://www.yupeng-villa.com,5間,NT$6800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅樹民宿,宜蘭縣冬山鄉武淵三路46號,0905-127768,http://www.treehouse.tw/,5間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米修Ｂ＆Ｂ,宜蘭縣冬山鄉柯林村光華一路415號,03-9513583,http://msbnb-tw.weebly.com/,3間,NT$1000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天隆大飯店,宜蘭縣礁溪鄉礁溪路五段121號,03-9882126,https://www.tl-hotel.com.tw/,33間,NT$3360-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松霖渡假農莊,宜蘭縣冬山鄉中山村中山七路58號,0911-035585,-,5間,NT$1500-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香魚之家,宜蘭縣三星鄉大義村五分路三段433巷11號,09-37911865,http://house.ilantravel.com.tw/bnb/sweetfishs.htm,3間,NT$2600-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
Ｆ１民宿,宜蘭縣五結鄉公園三路107號,0939-360940,https://f1.ylbnb.tw/,5間,NT$2200-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
風清雅筑,宜蘭縣五結鄉公園路136號,0979-583626,http://www.elegancehouse.tw,5間,NT$2800-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
朵朵小語,宜蘭縣五結鄉傳藝路一段379巷25弄1號,0908-866718,-,3間,NT$1600-6980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安農逸境,宜蘭縣三星鄉五分路二段348號,0968-749626,-,5間,NT$4300-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
礁溪象園民宿,宜蘭縣礁溪鄉白雲村白雲二路151巷33號,03-9882534,-,5間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星願園,宜蘭縣冬山鄉廣興村21鄰梅花路896號,03-9617171,http://starwish.iibnb.com/index.htm,4間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水月星賞,宜蘭縣冬山鄉永興路一段162巷26號,0933-532782,-,5間,NT$6000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松舍民宿,宜蘭縣冬山鄉得安村鹿得二路222號,03-9516118,-,5間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
函縷情民宿,宜蘭縣冬山鄉群英村富英二路118巷1號,09-60532040,-,2間,NT$6400-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松風飯店,宜蘭縣五結鄉二結路231號及233號,03-9652111,http://www.sofun-hotel.tw/,82間,NT$5000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大成旅社,宜蘭縣宜蘭市新民路31、33、35號1-5樓,03-9322952,http://www.daychen.com.tw/index.php,41間,NT$2000-3375(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福廬民宿,宜蘭縣三星鄉大隱村大隱16路282號,03-9890081,-,5間,NT$6000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
ＱＫ民宿,宜蘭縣五結鄉五結中路二段401號,03-9368350,http://elbnb.com/qk/index.html,4間,NT$3300-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田園河畔,宜蘭縣冬山鄉武淵村東五路66號,03-9505338,https://qian.ilanbnb.tw/,5間,NT$3900-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
生態綠舟民宿,宜蘭縣冬山鄉珍珠三路21號,0926-581531,https://iloveyilan.com/,3間,NT$2500-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿旅巴巴民宿,宜蘭縣羅東鎮忠孝新村124號,0928-111897,-,1間,NT$5200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
瑞卡斯鄉村民宿,宜蘭縣冬山鄉大埤二路158號,03-9514808,-,5間,NT$7500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歡樂滿屋,宜蘭縣五結鄉孝威路393號,03-9602066,http://www.ulifedays.com.tw,5間,NT$3800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月兒田,宜蘭縣礁溪鄉玉光村瑪僯路35-22號,0978-777398,-,4間,NT$2800-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
玫瑰莊園,宜蘭縣冬山鄉梅花路742號,03-9519146,-,5間,NT$2500-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星鑽大飯店,宜蘭縣宜蘭市崇聖街63-2號7-8樓,03-9352110,-,33間,NT$2940-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
長崎大飯店,宜蘭縣礁溪鄉德陽路243號1-6樓,03-9887607,http://longchi.ho.net.tw,38間,NT$3120-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
珍愛一生,宜蘭縣三星鄉行健村6鄰行健五路377巷20號,03-9890181,http://love.ilanbnb.tw/,4間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海吉兒民宿,宜蘭縣頭城鎮外澳里濱海路二段1巷11號,039770760-0928182834,http://www.hygeia.tw/,2間,NT$9000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華閣溫泉飯店,宜蘭縣礁溪鄉公園路25號,03-9882016,http://www.hot-spring.com.tw,42間,NT$4620-7260(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寬心小站民宿,宜蘭縣冬山鄉香城路311巷7弄7號,0953-229996,http://www.relax311.com.tw/,5間,NT$1650-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
星嵐民宿,宜蘭縣礁溪鄉時潮村7鄰塭底路70之9號,03-9875296,http://www.starshine.com.tw,5間,NT$4900-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東方商務大飯店,宜蘭縣羅東鎮和平路109號,03-9568858,http://east-hotel.com.tw,43間,NT$2520-4550(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水畔星墅時尚會館,宜蘭縣冬山鄉丸山村丸山六路128號,03-9580348,-,5間,NT$4500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水耕園農莊民宿,宜蘭縣礁溪鄉德陽村奇立丹路101-1號,09-03469888,-,5間,NT$3600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
ｍｏｍｏ民宿,宜蘭縣冬山鄉美和路一段508巷5號,0931-888886,https://0931888886.weebly.com/,3間,NT$3000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
松田民宿,宜蘭縣礁溪鄉白雲村份尾一路118號,0936-577738,http://songtian.gogobnb.com,5間,NT$3400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頭城休閒旅館,宜蘭縣頭城鎮更新路125-2號,03-9772222,https://www.tcfarm.com.tw/,35間,NT$2700-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞諾溫泉漫旅,宜蘭縣礁溪鄉德陽村仁愛路3號,03-9876611,http://www.yanold.com.tw,42間,NT$7000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悠閑渡假民宿,宜蘭縣冬山鄉柯林一路415號,0980-841800,-,5間,NT$4680-6580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
秘境１３,宜蘭縣羅東鎮忠孝新村13號,0952-815100,http://www.mystery13bnb.com.tw,2間,NT$5500-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
集東旅社,宜蘭縣蘇澳鎮蘇花路3段150號,03-9986164,-,5間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東京大飯店,宜蘭縣礁溪鄉礁溪鄉德陽路257號1-5樓,03-9887921,-,23間,NT$3800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
丟丟噹親子民宿,宜蘭縣冬山鄉水井二路35號,0922-666608,-,5間,NT$7000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
川岸空中Ｖｉｌｌａ,宜蘭縣羅東鎮新群南路347巷82弄8號,0958-699550,http://riverbank.elbnb.com,4間,NT$5200-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐拉民宿,宜蘭縣冬山鄉柯林村8鄰光華二路73號,0926-847107,http://orlabnb.com,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芝加哥商務汽車旅館,宜蘭縣礁溪鄉礁溪鄉礁溪路七段50號1-4樓,03-9887000,-,18間,NT$4960-7380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
靜棧,宜蘭縣冬山鄉珍珠三路23號,0910-021039,-,4間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
澳玩客民宿,宜蘭縣五結鄉福和二路118巷8-1號,0905-636111,http://www.aus.com.tw,4間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輕鬆駐民宿,宜蘭縣三星鄉行健村行健溪二路二段12號,0937-928127,http://www.easyhomestay929.com,3間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
礁溪天空島上的小木屋,宜蘭縣礁溪鄉時潮村塭底路70-12號,0983-404852,http://www.skyisland.com.tw/,5間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
園仔湯商旅,宜蘭縣礁溪鄉德陽路33號,03-9888070,http://www.garden-spring.com.tw,30間,NT$2980-4280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山多利大飯店,宜蘭縣礁溪鄉興農路291巷1號,03-9888288,http://www.shandori.com.tw,90間,NT$4900-15600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
享亨民宿,宜蘭縣羅東鎮中山路二段139號,03-9605347,-,3間,NT$3000-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國城飯店,宜蘭縣羅東鎮忠孝路51號2-5樓、53號1-5樓,03-9544290,http://www.ctnet.com.tw/country/about.htm,32間,NT$3200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
礁溪溫泉旅館,宜蘭縣礁溪鄉仁愛路8號,03-9881767,-,12間,NT$1800-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
帥王溫泉大飯店,宜蘭縣礁溪鄉公園路1號,03-9874591,http://www.baronhotel.com.tw,45間,NT$8000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福岡七號溫泉飯店,宜蘭縣礁溪鄉大忠路142號1-6樓,03-9889899,http://www.fukun.com.tw,34間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
茄苳園休閒民宿,宜蘭縣員山鄉湖東村7鄰大湖十路21號,03-9220508,http://jd-bandb.com/,5間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金洙椏休閒民宿,宜蘭縣五結鄉協和村1鄰協和中路17-27號,03-9506727,-,5間,NT$2800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘇澳大飯店,宜蘭縣蘇澳鎮蘇東中路7號6-7樓,03-9965181,https://suaohotel.mmweb.tw/,47間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宜蘭自得渡假民宿,宜蘭縣壯圍鄉永美路二段61巷87號,0937-184104,http://www.bestcard.com.tw,4間,NT$2600-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悠活趣民宿,宜蘭縣五結鄉五結路一段469巷9弄2號,0980-000123,-,3間,NT$350-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幼獅大飯店,宜蘭縣羅東鎮中山路3段222號,039-551,http://www.lion-hotel.com.tw,55間,NT$2600-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水舞間,宜蘭縣冬山鄉水井一路92號,0921-795021,http://www.waterdance.com.tw,4間,NT$7000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山泉大飯店,宜蘭縣礁溪鄉礁溪路六段36號,03-9887979,http://www.sunspring-resort.com.tw,146間,NT$5800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山水旅館,宜蘭縣羅東鎮和平路75號,03-9568755,http://www.sunsweet.com.tw/,26間,NT$3200-4960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
每日溫泉旅店,宜蘭縣礁溪鄉德陽路65號3-5樓,03-9888376,-,23間,NT$4000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福岡二號溫泉會館,宜蘭縣礁溪鄉仁愛路132號1-5樓,03-9870606,http://www.fukun.com.tw,24間,NT$1980-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
隱廬,宜蘭縣三星鄉三星路二段99巷110號,03-9893785,https://zh-tw.facebook.com/InLulls,5間,NT$2800-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇泰大飯店,宜蘭縣礁溪鄉仁愛路100號,03-9882009,-,72間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
時光旅宿,宜蘭縣壯圍鄉忠孝村順和路19-1號,0958-836355,-,3間,NT$2800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
豐田會館,宜蘭縣五結鄉大吉二路277巷5號,0910-935331,-,3間,NT$3300-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
Ｄ３經典民宿,宜蘭縣五結鄉福和二路118巷66號,0909389488-0917606857,http://https://www.d3classic.com.tw/,5間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
真情行館,宜蘭縣頭城鎮外澳里濱海路二段70號,03-9773523,-,4間,NT$5000-6900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柚紫緣民宿,宜蘭縣冬山鄉鹿得二路247號,0905-917698,-,4間,NT$3800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香草星空,宜蘭縣五結鄉錦眾村大眾五路310號,03-9600123,http://039600123.hi-bnb.com,4間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
行口文旅,宜蘭縣宜蘭市康樂路14號,03-9363610,http://www.hangkhauhotel.com,11間,NT$1000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂夏１９,宜蘭縣羅東鎮新群里8鄰中山路一段87巷19號,0975-532378,https://www.sommer19.com,4間,NT$3480-5380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東津左岸民宿,宜蘭縣宜蘭市東津路19號,0928-530742,https://www.facebook.com/profile.php?id=100084168653788,4間,NT$3000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
筑園居民宿,宜蘭縣員山鄉惠深二路二段117號,03-9226178,-,5間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安娜貝絲,宜蘭縣五結鄉協和村協和中路14-29號,0919-117924,http://house.ilantravel.com.tw/bnb/annabess.htm,3間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
河岸景觀民宿,宜蘭縣冬山鄉柯林村境安路281號,03-9610077,-,5間,NT$3380-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
煙波大飯店蘇澳館,宜蘭縣蘇澳鎮中正路38號,03-9966600,http://www.lakeshore.com.tw,187間,NT$17600-24200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
第一海景民宿,宜蘭縣頭城鎮外澳里濱海路二段46號,03-9773377,-,1間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福爾摩沙渡假會館,宜蘭縣五結鄉孝威村孝威南路23-39號,03-9509175,http://www.formosabnb.net,4間,NT$2500-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸運星,宜蘭縣羅東鎮北投街133巷7號,0958160466-0905257686,http://luckystar.elbnb.com/index.php#about,4間,NT$3400-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遇見奇蹟,宜蘭縣冬山鄉富堵五路61號,0909-689664,-,4間,NT$4680-7280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
背包客青旅民宿,宜蘭縣羅東鎮羅莊北街13號,0932-394060,-,4間,NT$1900-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輕綠境,宜蘭縣三星鄉五分路二段346號,0968-269151,-,5間,NT$4200-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山形閣,宜蘭縣礁溪鄉中山路二段187號,03-9872323,http://yamagatakaku.com.tw,123間,NT$26000-75000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
羽過天輕民宿,宜蘭縣五結鄉協和村公園一路86號,0972-877813,http://www.sunlaxbnb.com,4間,NT$4200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
布蕾頓法式鄉村民宿,宜蘭縣冬山鄉水源路37巷28號,0905-377128,https://bruleesdone.com.tw/,5間,NT$4200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂童主題行旅,宜蘭縣礁溪鄉礁溪路六段10號,03-9882268,http://www.lovetong.com.tw/,15間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
友愛大飯店,宜蘭縣宜蘭市舊城東路50號11-16樓,03-9363456,http://www.yoaihotel.com.tw/,72間,NT$8000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
水岸恬園民宿,宜蘭縣冬山鄉東六路150號,0921-775145,http://shianggu.com,5間,NT$3900-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
四季花園,宜蘭縣冬山鄉廣安村安和路29號,03-9617638,-,2間,NT$3800-4100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗翔大飯店,宜蘭縣礁溪鄉礁溪路六段6號1-2、7-9樓,03-9874888,http://www.leschamps.com.tw,50間,NT$10780-17380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
不一小棧,宜蘭縣三星鄉大義三路86號,03-9890102,-,3間,NT$3000-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
