旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
宮賞藝術大飯店,高雄市新興區林森一路237號,07-2399888,-,56間,NT$4000-22000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
百果園民宿,高雄市美濃區復興街1段58巷5號,0988-863227,http://baigo5950@yahoo.com.tw,4間,NT$3000-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅中央公園館,高雄市前金區中華三路15號,07-2155990,http://www.royal-group.com.tw,66間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
恬瑩居,高雄市六龜區荖濃里19鄰裕濃路81巷38號,07-6882061,-,5間,NT$3600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
巴黎香舍旅館,"高雄市前鎮區一心二路15號3-10樓,12樓",07-3300611,-,81間,NT$5000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
峰園民宿,高雄市美濃區雙峰街8-20號,07-6820839,-,5間,NT$1000-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好地方飯店六合館,高雄市前金區七賢二路207號,07-2162330,-,115間,NT$8800-10800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
康橋商旅-高雄-中山八德館,高雄市新興區中山一路289號1至6樓,07-2883399,http://www.kindness-hotel.com.tw,55間,NT$6900-11868(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
四季汽車旅館,高雄市鼓山區裕誠路1789號1-3樓,07-5523322,-,35間,NT$5200-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿汽車旅館博愛館,高雄市鼓山區龍德路2號,07-5551901,-,31間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲端精緻旅館,高雄市新興區民主路18號,07-2867069,-,58間,NT$6200-8900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
高雄圓山大飯店,高雄市鳥松區圓山路2號,07-3706007,http://www.grand-hotel.org,107間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
林圓商務汽車旅館,"高雄市林園區東林里沿海路二段28,30號",07-6419696,-,24間,NT$1800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅站前館,高雄市三民區港東里建國二路283號,07-2378888,-,111間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
輕旅宿商務旅館,高雄市苓雅區新光路26-4號,07-3320188,http://www.tyhotel.com.tw,20間,NT$5600-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉旅館巨蛋店,高雄市左營區正心街86號,07-5561166,-,39間,NT$1780-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿汽車旅館武營館,高雄市鳳山區武林路3號、5號,07-7719888,-,35間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
禮來大飯店,高雄市前金區東金里六合二路166號,07-2012222,-,30間,NT$1800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
城市商旅駁二館,高雄市鹽埕區公園二路83號,07-5322777,http://www.citysuites.com.tw,110間,NT$12600-15400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉旅館,高雄市左營區文智路95號,07-3470111,http://www.kin-lengmotel.com.tw/,32間,NT$4500-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
川雅居,高雄市旗山區圓富里9鄰富興路23巷3號,0919-237086,-,5間,NT$4000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
昭來大飯店,高雄市苓雅區青年一路311號,07-3335111,-,56間,NT$1380-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
打狗戀館,高雄市小港區港平路167號,07-8129988,http://www.takaomotel.com.tw,35間,NT$2100-9900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佑煦行旅,高雄市鹽埕區光榮街83號,07-5218770,-,78間,NT$2400-7800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
梅花大飯店,高雄市新興區南華路188號,07-2373141,-,56間,NT$2200-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
嵩山大飯店,高雄市新興區七賢一路100號,07-2262266,-,87間,NT$1600-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿汽車旅館鳳山館,高雄市鳳山區中崙一路31巷2號,07-7537118,-,65間,NT$10000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和逸‧高雄中山館,高雄市前鎮區中山二路260號22-29樓,07-9756699,http://www.hotelcozzi.com,182間,NT$8800-59800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藏青谷渡假莊園,高雄市六龜區新發里和平路130-72號,07-6791000,-,2間,NT$8800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
寧妮谷民宿,高雄市那瑪夏區達卡努瓦里3鄰秀嶺巷183號,07-6701087,http://www.facebook.com/ningniguesthouse/,5間,NT$1500-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉戀館楠梓店,高雄市楠梓區興泰街55號,07-3659921,-,26間,NT$1500-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
陽光大飯店,高雄市苓雅區中華四路71號,07-3327988,http://www.hotelsunshine.com.tw,88間,NT$12700-21800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香堤時尚旅館,高雄市橋頭區德松里鐵道北路33號,07-6117166,http://www.chateau-motel.com.tw,67間,NT$3180-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
河堤美學商旅,高雄市三民區安東街23-1號,07-3119101,http://www.riverhotel.com.tw,61間,NT$4900-7700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
富都大旅社,高雄市鳳山區曹公路115號,07-7462607,-,16間,NT$600-600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華水亭汽車旅館,高雄市鳳山區園茂路62號,07-7927477,-,30間,NT$9800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
遠悅飯店高雄愛河館,高雄市三民區市中一路314號1-5樓,0985-167039,https://www.wininnhotel.com/2,34間,NT$1380-3380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
佳適迎旅舍,高雄市新興區中山一路257號,07-2882111,http://www.jiasinn.com.tw,68間,NT$2500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香格里拉旅館,高雄市三民區建國二路208號,07-2356007,-,31間,NT$3400-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日光河堤時尚旅店,高雄市前金區光復二街191號,07-2411177,-,24間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香堤晶典旅館,高雄市小港區宏平路579號,07-8035566,-,33間,NT$1500-1780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
皇家金宸大飯店,高雄市鳳山區國泰路一段288號,07-7405999,http://www.royalgoldhotel.com,161間,NT$3600-16000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4
巴黎商旅,高雄市新興區自立二路8號,07-2151089,-,60間,NT$4000-9000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
六合宿旅店,"高雄市新興區六合二路10,12號12樓",07-2850077,-,16間,NT$1500-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金銀島汽車旅館-新富店,高雄市鳳山區大明路223號,07-7638933,-,49間,NT$1500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
兆舍行旅,高雄市前金區七賢二路378號,07-2411745,-,40間,NT$3600-5500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
巴尼.蓋休閒農莊民宿,高雄市那瑪夏區瑪雅里平和巷202號,07-6701926,-,4間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
恬美農場,高雄市內門區龍山30號,0939-022887,-,5間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗馨麗登精品商旅七賢館,高雄市前金區市中一路229號1、3~8樓,07-2219911,-,42間,NT$1380-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旗山民宿,高雄市旗山區三協里楊厝巷11-1號,0918-183715,-,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美濃雲山居民宿,高雄市美濃區龍山街56-1號,07-6833808,http://www.5658.tw/6833808/,5間,NT$1200-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍翔飯店,高雄市左營區立文路75號6-10樓,07-5574769,-,124間,NT$3800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
奇異果快捷旅店-高雄車站店,高雄市三民區大連街88號1-7樓,07-3130888,http://rs-kiwihotel.com/web/summary/50,48間,NT$6500-9500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗池汽車旅館,高雄市左營區重義路11號1-2樓,07-3459677,-,26間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅博愛館,高雄市三民區博愛一路105號,07-3122622,-,64間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄國際會館,高雄市小港區大業北路436號,07-2620999,http://www.khhplaza.com.tw,100間,NT$5800-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美濃湖民宿,高雄市美濃區福美路28號,07-6812736,-,5間,NT$5600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉渡假會館,高雄市旗山區忠孝街39號,07-6612828,http://www.kin-lengmotel.com.tw/,110間,NT$6500-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗馨麗登汽車旅館,高雄市鳳山區文鳳路96號,07-7775036,-,33間,NT$7800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
崧泰旅店,"高雄市前金區五福三路79號6,7樓之1,2",07-2153468,https://www.sungtai-hotel.com,38間,NT$4800-6500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晶英國際行館,高雄市前鎮區前鎮區中山二路199號,07-9730189,http://www.silks-club.com/,147間,NT$33000-360000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
人字山莊,高雄市美濃區民權路66-5號,07-6822159,http://www.renzji.com.tw,3間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇風精品汽車旅館楠梓館,高雄市楠梓區楠盛街137號,07-3551177,http://www.wfmotel.com.tw,71間,NT$5380-7880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宜都大飯店,高雄市新興區南台橫路31號,07-2861911,http://www.milordhotels.com/idolhotel/,99間,NT$1580-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
巨蛋旅店,高雄市鼓山區文忠路1號,07-5868388,https://www.hotelr14.com,105間,NT$6800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金銀島汽車旅館-仁武店,高雄市仁武區大灣里大豐街51號,07-3723200,-,28間,NT$2000-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
康瀚行旅,高雄市前金區七賢二路195號1至8樓,07-2112151,http://www.khanhotel.com.tw,57間,NT$1500-7600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄漢王洲際飯店,高雄市鹽埕區七賢三路98號,07-5313131,http://kingship.com.tw,197間,NT$6600-15800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
御宿汽車旅館楠梓館,高雄市楠梓區興西路145號,07-3516699,-,26間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
都會商旅七賢館,高雄市前金區七賢二路231號,07-2726655,-,42間,NT$3200-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
金鳳凰商務旅館,高雄市鳳山區博愛路607號,07-7481666,http://www.goldenphoenix.com.tw,47間,NT$3880-4780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
國泰旅社,高雄市左營區左營大路401巷33弄10號,07-5822592,-,12間,NT$350-350(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
不老溫泉渡假村,高雄市六龜區新發里新開路82號,07-6791888,-,86間,NT$4000-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅行家商旅,高雄市三民區河北二路50-7號,07-2867520,-,42間,NT$3500-9680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
帕可麗酒店,高雄市鼓山區文信路192號,07-9628800,https://pkl.thelees.com.tw/,107間,NT$4680-24200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鳥巢旅館,高雄市前金區七賢二路165號,07-9719999,http://www.nesthotel.com.tw,74間,NT$7800-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
藍天商務旅館,高雄市苓雅區自強三路5號14樓之1、2、3、5、6、7、8、9、10、11、12、13、14、21、22、23,07-5665112,-,15間,NT$1800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿汽車旅館明誠館,高雄市鼓山區龍勝路333號,07-5505501,-,28間,NT$2200-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花鄉商旅,高雄市左營區左營大路22號2-4樓,07-5882797,-,21間,NT$1680-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承攜行旅學產文教會館高雄美術館,高雄市鼓山區中華一路453號,07-5537520,-,116間,NT$6720-13720(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華園大飯店草衙館,高雄市前鎮區明正里27鄰中安路1號,07-9560555,http://www.hotelhg.com.tw/,115間,NT$2160-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
城市商旅高雄真愛館,高雄市鹽埕區大義街1號,07-5215116,http://www.citysuites.com.tw,298間,NT$6500-18000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
空中城都會商務旅館,高雄市苓雅區自強三路5號33樓,07-5666111,http://www.85skycity.com,44間,NT$2000-2980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
御宿汽車旅館建國館,高雄市苓雅區建國一路155號,07-7261200,-,30間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
御宿商旅中山館,高雄市苓雅區興中二路11-2號4-10樓,07-3348101,-,60間,NT$8000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鮪魚家族飯店鹽埕館,"高雄市鹽埕區莒光街198,200號1-7樓",07-5215477,-,23間,NT$6160-9240(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅泊汽車旅館,高雄市鳥松區忠誠路105號,07-7323300,http://www.harportmotel.com,45間,NT$3600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
康橋商旅-六合夜市中正館,高雄市前金區中正四路112號2-8樓,07-2881166,https://www.kindness-hotel.com.tw/location-kaohsiung-zhongzheng,98間,NT$7200-11760(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂逸旅居-七賢館,高雄市新興區七賢一路513號1至7樓,07-2369818,http://www.lainn.com.tw/,18間,NT$11000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高雄富野渡假酒店,高雄市前鎮區瑞田街99號,07-8215299,http://www.hoyaresort.com.tw,206間,NT$2380-14080(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
聖亞哥旅館,高雄市前金區明星街155號,07-2862933,-,48間,NT$2000-9100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲海精品旅館,高雄市苓雅區自強三路5號13樓之1、2、3、5、6、7、8、9、11,0975-766785,http://www.85blueocean.com/,10間,NT$5800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
捷絲旅高雄中正館,高雄市苓雅區中正一路134號,07-9723568,http://www.justsleep.com.tw/kaohsiuang/sh/index,158間,NT$1950-11700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
背包客四一旅館,"高雄市苓雅區四維三路261巷37,39號1-4樓",0952-612212,-,8間,NT$500-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
