旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
昇財麗禧酒店,彰化縣員林市中山路二段395號1-9樓,04-8333999,http://www.grand-view.com.tw,80間,NT$4000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港銀星背包客民宿,彰化縣鹿港鎮詔安里某旦巷39之3號,0973-626199,http://www.lukang-star.tw,5間,NT$800-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
棕櫚湖岸精品旅館,彰化縣員林市南興里員林大道五段333號,04-8392233,http://www.greenpalm.com.tw/,22間,NT$2300-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福泰商務飯店,彰化縣彰化市建寶里建寶街20號1、5之1、8、9、10樓,04-7125228,http://www.fortehotels.com.tw,100間,NT$7500-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
碧山廬禪的民宿,彰化縣芬園鄉溪頭村彰南路1段103巷130號,049-2528288,https://bishanhouse.com/index/?p=86,4間,NT$1600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月萊精品旅館,彰化縣田中鎮中潭里員集路三段339號,04-8755877,http://www.moon-inn.com.tw,20間,NT$3630-4620(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美女陳的家,彰化縣田尾鄉民族路2段173巷23號,0937-629921,https://blog.xuite.net/chuwen7/twblog/169517072-%E5%BD%B0%E5%8C%96%E7%94%B0%E5%B0%BE%E5%85%AC%E8%B7%AF%E8%8A%B1%E5%9C%92--%E3%80%8C%E7%BE%8E%E5%A5%B3%E9%99%B3%E7%9A%84%E5%AE%B6%E3%80%8D%E6%B0%91%E5%AE%BF,4間,NT$1000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
澄悅商旅,彰化縣鹿港鎮埔崙里9鄰中正路510巷1號,04-7781313,http://www.joy-inn.com.tw/,54間,NT$4800-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿信的家,彰化縣社頭鄉龍井村水井巷2-7號,0963-009775,-,3間,NT$1600-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葡萄宿,彰化縣大村鄉貢旗村旗興路二段328號,04-8523136,-,3間,NT$2600-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
彰化櫻山飯店,彰化縣彰化市長安街129號,04-7229211,-,52間,NT$1800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福客棧,彰化縣和美鎮源埤里南安路176號,0919-525834,http://goo.gl/YdBHRG,3間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
高登國際庭園汽車旅館,彰化縣埔心鄉鎮福街111號,04-8293111,http://www.gold-motel.com.tw,30間,NT$2300-4300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐遊國際連鎖精品旅館彰化館,彰化縣彰化市中央路195號,04-7511111,http://www.allurmotel.com/,60間,NT$12800-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
春城四季休閒旅館,彰化縣二林鎮豐田里仁愛路171號,04-8950288,-,7間,NT$4880-4880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
快樂宿,彰化縣芬園鄉溪頭村彰南路1段122號,0926-275083,-,3間,NT$3200-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
11家･民宿,彰化縣二林鎮豐田里東興巷6號之1,09-75030407,http://www.facebook.com/11house,5間,NT$3000-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
楓華蜜雪兒精品旅館,彰化縣員林市光明街295號4樓及5樓之1.2.3,04-8359922,-,15間,NT$5880-12880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
紅樓商務旅館,彰化縣員林市南平四街9號4-10樓,04-8331116,https://www.facebook.com/%E5%93%A1%E6%9E%97%E7%B4%85%E6%A8%93%E5%95%86%E6%97%85-2278809565546427/?modal=admin_todo_tour,45間,NT$5600-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晨荷精品渡假旅館,彰化縣鹿港鎮東石里永春街19號,04-7780123,http://www.ch-motel.com.tw,39間,NT$10980-14980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東成娛樂旅館,彰化縣福興鄉橋頭村橋和街62號,04-7841201,http://www.redgo.com.tw/,33間,NT$3880-14300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雪花雅居,彰化縣芳苑鄉王功村仁愛巷83弄3號,04-8932486,-,4間,NT$2000-2400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅人小屋舒宿,彰化縣田尾鄉南鎮村平和路1段268-12號,0987-756115,-,1間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悠木馬民宿,彰化縣田尾鄉福德巷397號,0921-657617,http://www.facebook.com/YoMumaBnb,4間,NT$3200-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大圳屋,彰化縣溪州鄉尾厝村村市路3號,04-8894423,-,4間,NT$15000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
王功皇后休閒旅館,彰化縣芳苑鄉王功村功湖路王功段396、398號,04-8933585,-,18間,NT$2380-4760(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港永樂酒店,彰化縣鹿港鎮三民路152號,04-7762999,http://www.unionhouse.com.tw,62間,NT$8000-38000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港以安,彰化縣鹿港鎮中正路523巷33號,0902-366032,https://www.facebook.com/%E9%B9%BF%E6%B8%AF%E4%BB%A5%E5%AE%89%E6%B0%91%E5%AE%BF-1482941648673868,4間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
承攜行旅彰化中正館,彰化縣彰化市中正路二段668號4-9樓,04-7278998,-,74間,NT$2800-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅迪飯店,彰化縣員林市南和街51號,04-8332333,http://www.ardi.com.tw,65間,NT$2240-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頤園民宿,彰化縣鹿港鎮景興街4號,04-7756213,-,4間,NT$5000-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
頌謙文旅,彰化縣鹿港鎮自由路329巷69號,0902-366032,-,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
庭園商務旅館,彰化縣田中鎮中路里福安路48號,04-8751828,-,21間,NT$1180-3580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
宮后文旅,彰化縣鹿港鎮宮後巷63號,04-7748080,http://www.ghhouse.com.tw,8間,NT$5800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿境･水岸,彰化縣鹿港鎮街尾里新興街61號,0975-666165,-,4間,NT$4000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿比民宿,彰化縣鹿港鎮永安里鹿和路一段8巷7號,0952-466366,-,2間,NT$3000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
以樂以樂民宿,彰化縣鹿港鎮中正路523巷25號,0902-366032,https://www.facebook.com/profile.php?id=100078640576710&mibextid=LQQJ4d,4間,NT$7000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花宿,彰化縣田尾鄉溪畔村4鄰張厝巷72號,0919-702700,-,5間,NT$6600-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
以安二館,彰化縣鹿港鎮中正路523巷29號,0986-783608,https://www.facebook.com/profile.php?id=100077123011879&mibextid=LQQJ4d,2間,NT$7000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
晨陽文旅,彰化縣員林市中山路1段382巷3號1-7樓,04-8396655,http://www.mornsun-hotel.com,63間,NT$4600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華宿行館,彰化縣彰化市南瑤路411號,0908-611606,-,5間,NT$2000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
杉行居,彰化縣鹿港鎮龍山里杉行街77號,04-7756852,-,5間,NT$4200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
H.1967民宿,彰化縣彰化市大同里太平街22號,04-7125885,-,3間,NT$4000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田中文創旅店,彰化縣田中鎮福安路32巷16號,04-8753996,-,20間,NT$4800-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
溪湖汽車旅館,彰化縣溪湖鎮興學街68號,04-8829867,https://www.shihu.com.tw/about-us.html,26間,NT$1880-3960(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
田莊の民宿,彰化縣溪州鄉舊眉村溪斗路182號,04-8891138,-,4間,NT$3000-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花田葉舍,彰化縣田尾鄉民族路2段173巷30弄36號,04-7715599,-,4間,NT$3600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿旅民宿,彰化縣鹿港鎮郭厝里四維路131號,09-81939462,-,2間,NT$6400-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美儷閣商務汽車旅館,彰化縣花壇鄉成功街99號,04-7870777,-,74間,NT$1800-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
520汽車旅館,彰化縣田中鎮員集路二段49號,04-8763111,-,37間,NT$5960-6160(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港谷倉民宿,彰化縣福興鄉復興路116巷17弄13號,0923-033776,https://www.facebook.com/BarnInn116/,3間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
哈樓民宿,彰化縣鹿港鎮平等路188號,0963-415011,-,4間,NT$10000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
厝背包客棧,彰化縣鹿港鎮鹿草路一段53號,0934-172063,https://booking.owlting.com/cuobackpacker,2間,NT$8888-8888(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台灣大飯店,彰化縣彰化市中正路二段48號,04-7224681,-,45間,NT$1450-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
東皋歇暝,彰化縣鹿港鎮復興路318號,0965-519071,https://www.facebook.com/tkhm.lukanghomestay,5間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
溪州教授的家,彰化縣溪州鄉溪埔路33號,0933-497325,-,3間,NT$3200-4600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緯的厝,彰化縣二林鎮北平里新生路176號,0921-829293,https://lin.ee/pz0KDPy,5間,NT$500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富貴民宿,彰化縣彰化市中正路2段249巷38號,0982-227885,https://private-guest-room-3609.business.site/?utm_source=gmb&utm_medium=referral,2間,NT$1000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
提米好旅,彰化縣彰化市光復里15鄰成功路277號,04-7061086,-,26間,NT$1700-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿厝老街民宿,彰化縣鹿港鎮洛津里成功路32巷2-1號,04-7779200,-,2間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
里昂汽車旅館,彰化縣彰化市自強南路560號,04-7622211,-,27間,NT$3980-7980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
七星汽車旅館,彰化縣和美鎮忠誠路95號,04-7540159,-,39間,NT$5980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
米蘭汽車旅館,彰化縣彰化市彰新路一段49巷21號1-2樓,04-7369966,-,27間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧山左岸,彰化縣芬園鄉溪頭村彰南路一段124號,049-2525920,-,3間,NT$4000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明谷大飯店,彰化縣彰化市成功路215號6-7樓,04-7281669,-,34間,NT$1000-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海德堡汽車旅館,彰化縣彰化市金馬路二段538號,04-7363705,-,20間,NT$2800-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
明宿,彰化縣鹿港鎮街尾里龍山街31-1號,0975-175981,-,2間,NT$8000-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
利河伯圖書之家,彰化縣芳苑鄉民生村建成路180巷15號,0910-276785,https://www.facebook.com/LiheboBookHouse,5間,NT$2000-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
全忠旅社,彰化縣鹿港鎮中山路104號,04-7772640,-,13間,NT$800-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花田星墅,彰化縣永靖鄉敦厚村洪厝巷77弄206號,04-8237159,-,8間,NT$3800-5900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小咖民宿,彰化縣鹿港鎮平和路141巷6號,04-7771215,-,4間,NT$2500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福連賓館,彰化縣彰化市和平路98號4樓之1-16,04-7232521,-,21間,NT$1500-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三民賓館,彰化縣彰化市三民路226.228.230號10-12樓,04-7229751,-,24間,NT$1800-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
心旅地圖青年旅館,彰化縣彰化市三民路230號2樓,0985-680812,-,11間,NT$2200-4200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天晴,彰化縣田尾鄉溪頂村三溪路1段321號,04-8837038,https://www.facebook.com/amiability.ryokan?mibextid=ZbWKwL,4間,NT$3800-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北斗七星民宿,彰化縣北斗鎮中山路一段2之1號,04-8881222,-,5間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
森鼎民宿,彰化縣田尾鄉溪畔村溪畔巷262號,04-8241000,-,5間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
公園一鹿人文旅店,彰化縣鹿港鎮自強街50巷14號,0979-090280,https://goo.gl/MxwfYT,5間,NT$1400-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
綠友民宿,彰化縣田尾鄉溪畔村模範巷234號,04-8236162,-,2間,NT$3000-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
伊蝶汽車旅館,彰化縣彰化市公益街13號,04-7636677,-,23間,NT$5680-5680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港安順19旅居,彰化縣鹿港鎮安順街19號,0909-740799,-,5間,NT$12000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
菊香民宿,彰化縣田尾鄉柳鳳村柳鳳路181巷28號,0910-358141,-,4間,NT$7888-8888(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
二鹿行館,彰化縣鹿港鎮春暉街46號,04-7774446,http://www.lkbnb.com.tw,5間,NT$4900-10200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和美民宿,彰化縣和美鎮孝文路61號,0933-325414,-,4間,NT$3000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永靖有田鄉村民宿,彰化縣永靖鄉敦厚村9鄰洪厝巷139弄155號,04-8229059,-,4間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
華倫汽車旅館,彰化縣二林鎮斗苑路四段251號,04-8952188,-,47間,NT$4980-5980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金陵汽車旅館,"彰化縣埔心鄉中正路一段564,566,568號",04-8281122,-,25間,NT$2000-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鴻賓旅社部,彰化縣二林鎮斗苑路五段117-1號,04-8961142,-,16間,NT$300-1050(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
好彩頭汽車旅館,彰化縣田中鎮沙崙路536號,04-8746166,-,28間,NT$1450-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
古早雞民宿,彰化縣芬園鄉舊社村彰南路5段451巷36號,0988-399197,-,4間,NT$1600-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金城旅社,彰化縣彰化市長安街100巷1號,04-7221725,-,7間,NT$700-700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富晴汽車旅館,彰化縣彰化市彰草路117號,04-7633799,-,25間,NT$1680-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富安大旅社,彰化縣員林市三民街96號,04-8320598,-,21間,NT$1100-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三益民宿,彰化縣田尾鄉田尾村民族路一段121號,04-8833528,-,5間,NT$4000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富黎精緻汽車旅館,彰化縣彰化市裕民街113號,04-7273777,http://www.fulimotel.com.tw,52間,NT$2400-3680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花漾小鹿旅店,彰化縣鹿港鎮街尾里青雲路73巷27號,0912-701688,-,4間,NT$4000-6800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
在路上,彰化縣鹿港鎮公園一路42-1號,04-7753074,-,5間,NT$700-1850(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
走走民宿,彰化縣田尾鄉民族路一段185巷27號,0935-032867,-,5間,NT$3000-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
波心汽車旅館,彰化縣埔心鄉舊館村2鄰興霖路166號,04-8280520,https://blossom-motel.com/,27間,NT$3300-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金利星精品旅館,彰化縣員林市法院南街65號,04-8398196,-,25間,NT$2980-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
鹿港，遇見1952,彰化縣鹿港鎮順興里宮後巷50號,0988-372120,http://lukang1952.blogspot.com,2間,NT$4800-9600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和平旅社,彰化縣鹿港鎮中山路230號,04-7772600,-,12間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富山旅館,彰化縣員林市中山南路57號5-6樓,04-8358123-5,-,37間,NT$600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
中國強大旅社,彰化縣二水鄉光化村光進1巷2號,04-8796107,-,12間,NT$500-500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萬勝賓館,彰化縣彰化市中正路二段190巷36號1樓,04-7285456,-,5間,NT$900-1500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
永大大旅社,彰化縣彰化市中正路二段120號,04-7224666,-,32間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
小艾人文工坊,彰化縣鹿港鎮後車巷46號,0973-365274,-,3間,NT$6000-28500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蔚藍汽車旅館,彰化縣彰化市金馬路三段539巷10.12.14.16號,04-7636668,-,26間,NT$1680-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
一日鹿港人民宿,彰化縣鹿港鎮民權路146巷12-2號,0963-619896,-,5間,NT$2000-11580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
端園民宿,彰化縣芳苑鄉三合村斗苑路202巷200弄26號,0982-501344,-,4間,NT$1600-1600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
天后民宿,彰化縣鹿港鎮輔導路169巷18號,0965-582600,-,5間,NT$7500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
犁園,彰化縣田中鎮西路里長順街12號,04-8761111,-,5間,NT$2000-2000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日日森旅一館,彰化縣田尾鄉民族路一段185巷9號,0933-335751,-,5間,NT$3000-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞太鹿港渡假村,彰化縣鹿港鎮中正路588號5、6至14樓,0910-138498,-,169間,NT$6380-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
喜悅來民宿,彰化縣鹿港鎮萬壽路135號,04-7756211,-,5間,NT$3600-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
日日森旅二館,彰化縣田尾鄉民族路一段185巷11號,0977-246876,-,5間,NT$3000-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美女陳的家2館,彰化縣田尾鄉溪畔巷187弄67號,04-8240238,https://blog.xuite.net/chuwen7/twblog/169517072-%E5%BD%B0%E5%8C%96%E7%94%B0%E5%B0%BE%E5%85%AC%E8%B7%AF%E8%8A%B1%E5%9C%92--%E3%80%8C%E7%BE%8E%E5%A5%B3%E9%99%B3%E7%9A%84%E5%AE%B6%E3%80%8D%E6%B0%91%E5%AE%BF,4間,NT$4500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐鄉莊園商旅,彰化縣員林市南平里復興二街166號,04-8393322,-,10間,NT$4200-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富皇旅館,彰化縣彰化市長安街97號1-4樓,04-7237117,-,18間,NT$1200-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
侶舍,彰化縣鹿港鎮龍山街90號,0975-175981,-,3間,NT$36000-36000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
