旅宿民稱,地址,電話,官方網站,總房間數,定價,星級
金瓜石藝棧景觀渡假別墅民宿,新北市瑞芳區山尖路2號,02-24961010,http://www.formosavilla.com.tw,5間,NT$12000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新莊客旅,新北市新莊區中華路1段103號3樓,02-22776599,http://www.landmarkhotel.com.tw,39間,NT$4500-10000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
阿里磅生態農場民宿,新北市石門區乾華里阿里磅82之1號,02-26382745,-,5間,NT$4000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
萬金龍民宿,新北市萬里區萬里加投45之6號,02-24986166,-,5間,NT$3600-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香奈爾汽車旅館,新北市蘆洲區長樂路56號,02-82855555,-,31間,NT$2580-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
香寧旅店,新北市淡水區民權路105至111號7至8樓,02-28097777,-,29間,NT$1480-1480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福圓點民宿,新北市淡水區英專路21巷30號2樓,02-26220007,-,4間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
少爺時尚旅館,新北市汐止區勤進路83巷1之1號,02-26410599,http://www.lihotel.com.tw,66間,NT$4800-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
葳葦民宿,新北市金山區六股林口72之3號,02-24080846,https://wnw-house.com/,4間,NT$6000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
成旅晶贊飯店台北蘆洲,"新北市蘆洲區中山一路8號6,8-15樓",02-22855799,-,140間,NT$7200-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
首府大旅社,新北市板橋區館前東路96號7樓,02-29598911,https://capital.okgo.tw/,42間,NT$2400-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福容大飯店台北二館,新北市深坑區萬福里北深路3段236號,02-26620088,https://www.fullon-hotels.com.tw/sk/tw/,317間,NT$6050-16500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4
福容大飯店福隆貝悅,新北市貢寮區福隆里福隆街40號,02-24992381,-,54間,NT$14080-62480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
這一站幸福民宿,新北市淡水區水源街一段151號,02-26261133,-,3間,NT$2180-2680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
歐悅精品汽車旅館-林口館,新北市林口區文化三路二段115巷163號,02-26086611,https://www.ohyamotel.com/,65間,NT$15800-30880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金山金色陽光民宿,新北市金山區下六股12之5號,02-24989879,-,4間,NT$3680-6280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
板橋凱撒大飯店,新北市板橋區縣民大道二段8號,02-89538999,https://banqiao.caesarpark.com.tw/,400間,NT$14000-17000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份民宿謝叔叔,新北市瑞芳區坑尾巷30號,02-24969306,-,3間,NT$2000-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九山八海民宿,新北市瑞芳區街頂巷61之2號,0958-413972,-,1間,NT$2400-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三重江月行館,新北市三重區重新路5段598號,02-85110998,-,37間,NT$6000-18800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北海岸愛之船海景民宿,新北市石門區石門里中央路1-25號,02-26380091,-,5間,NT$2980-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清翼居旅店海洋館,新北市板橋區成都街65號,02-29596996,http://www.morwinghotel.com/,31間,NT$3900-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
市下巷民宿,新北市瑞芳區市下巷2號,090-5137751,-,3間,NT$2400-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三和旅舍,新北市三重區三和路2段49號,02-29735264,-,40間,NT$1050-1750(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇風馥麗飯店,新北市三重區三和路4段282號3至12樓,02-22862288,http://www.breezy.com.tw/,98間,NT$6200-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
亞城民宿,新北市金山區中信南路4巷2之1號,0933-021722,-,3間,NT$5000-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樂頤飯店,新北市蘆洲區集賢路402號3樓,02-82811234,http://www.laclehotel.com.tw,49間,NT$4000-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
河灣渡假村,新北市平溪區靜安路三段385號2樓,02-24958325,http://herwan.com.tw,12間,NT$4000-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薆悅酒店野柳渡假館一館,新北市萬里區野柳里港東路162-2號,02-77035777,https://yehliu.inhousehotel.com/,118間,NT$14080-33880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
白金花園酒店,新北市新店區安興路77號,02-86665888,http://platinumhotel.com.tw,225間,NT$6000-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富信大飯店,新北市汐止區大同路1段152號,02-26416333,http://www.fushin-hotel.com.tw/,202間,NT$5000-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
芬多精加香汽車旅館,新北市汐止區工建路206號,02-26476858,-,25間,NT$2380-2380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
碧潭飯店,新北市新店區碧潭路121號,02-22116055,http://www.bitan.com.tw/,69間,NT$4180-4780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
趣淘漫旅-台北HotelChamChamTaipei,新北市板橋區中山路一段139號,02-89516686,http://taipei.chamcham.com.tw/,337間,NT$10000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
黎明旅館,新北市新店區北新路3段51之1號4樓,02-29119188,-,37間,NT$1800-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九閣商旅,新北市新店區中央路238號,02-22182118,http://www.9hotel.com.tw,57間,NT$6000-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
安盛商務旅館,新北市新店區二十張路31號,02-29101477,http://www.hotel20alley.com/news_ch.php,21間,NT$3400-3400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
良辰美瑾民宿,新北市雙溪區內平林60號之5,02-24934046,-,5間,NT$3200-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三才靈芝農場民宿,新北市石碇區中民里18重溪52之1號,02-26633995,http://www.sungertain.com,5間,NT$1290-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅池精品旅館,新北市中和區立德街299號,02-22211234,http://www.yesmotel.com.tw,49間,NT$3980-14800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雨天晴民宿,新北市瑞芳區烏勢巷146號,02-24961828,-,1間,NT$3000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
新八里汽車旅館,新北市八里區頂寮一街12號,02-26188866,http://www.newbalemotel.com.tw/,47間,NT$3440-3440(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
途中九份青旅民宿,新北市瑞芳區烏勢巷23號,02-24969038,http://www.onmywayhostel.com,1間,NT$4800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份岩屋民宿,新北市瑞芳區崙頂路137號,02-24969454,http://a-home.tw/,3間,NT$1600-2380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海華休閒別墅民宿,新北市萬里區玉田路52號,02-24926701,http://www.high-wharf.com,3間,NT$2200-3280(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份朵拉民宿,新北市瑞芳區佛堂巷61號,0905-268527,-,1間,NT$3800-3800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金國旅社,新北市三重區正義北路4號6樓,02-29828158,-,17間,NT$900-900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
君迪商旅,新北市中和區和城路1段230、232號,02-82213666,http://www.slvhotelgroup.com.tw,93間,NT$4600-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
驛宿鶯歌民宿,新北市鶯歌區中湖里中湖街152巷15號,02-26772160,http://artinyingge.okgo.tw/,4間,NT$1400-2600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
馥俐旅店,"新北市板橋區東門街10號2至5樓,12號1至5樓",02-22722625,-,28間,NT$9900-9900(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇星旅館,"新北市汐止區勤進路416號1-10樓,418號2-10樓,420號2-8樓及422號2-7樓",02-26435566,http://www.histar-motel.com.tw,32間,NT$4230-4230(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
北國之春和風汽車旅館,新北市鶯歌區鶯桃路362之1號,02-26780899,http://yingge.villa-group.com.tw/,24間,NT$1680-5380(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
十分旅人民宿,新北市平溪區十分街170號,02-24958000,-,3間,NT$4000-6400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柯達大飯店(永和店),新北市永和區永和路1段103號,02-29239999,http://www.khotel.com.tw/zh-TW/,66間,NT$1200-15000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
金色年代旅店,新北市板橋區重慶路66號11至13樓,02-29647599,-,47間,NT$3300-12800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
樓仔厝咖啡民宿,新北市平溪區十分街74巷3號,02-24958602,-,5間,NT$4200-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
麗京棧酒店,新北市泰山區新北大道7段36號,02-29010909,http://www.hotel-intrendy.com,168間,NT$6600-11000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九重町民宿,新北市瑞芳區基山街29號,02-24967680,http://www.9cd.com.tw/,5間,NT$3000-5100(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
生活空間民宿,新北市瑞芳區烏勢巷6號,02-24965628,-,2間,NT$3300-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雅歌會館,新北市淡水區學府路36號5至7樓,02-26260806,http://www.yago9999.com,39間,NT$2350-7000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
月圓汽車旅館,新北市樹林區八德街208巷12號,02-86862828,-,37間,NT$1380-2580(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份喜來園景觀民宿,新北市瑞芳區汽車路9之13號,02-24063399,-,5間,NT$2600-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
虹都商旅,新北市三重區龍門路1號10至12樓及10樓之1至12樓之1,02-29870660,http://www.hondow.com/,31間,NT$4500-4980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
淡築憩水,新北市淡水區幸福里仁愛街1巷22號1至3樓,0975-377155,http://www.micasainn.com.tw/,4間,NT$1600-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大觀商旅,新北市新莊區大觀街60號,02-89911278,http://www.hotelpurity.com,53間,NT$3960-6200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),2
艾蔓精緻旅館-土城館,新北市土城區城林路6巷18號,02-22673399,http://www.amainmotel.com/index2.htm,69間,NT$5900-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
挪威森林頂級汽車旅館,新北市板橋區和平路14巷3號,02-89513311,http://www.villa-group.com.tw,59間,NT$1980-10680(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
日暉商務旅館,新北市中和區景平路381號,02-22479997,-,20間,NT$1980-2780(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份綠光民宿,新北市瑞芳區輕便路320號,09-05570688,-,5間,NT$1800-1800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
肯特商務飯店,新北市三重區成功路75號,02-29768686,-,70間,NT$5200-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅居文旅-板橋驛站2館,新北市板橋區南雅南路2段28號,02-29559199,-,27間,NT$1000-6000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
山中威尼斯民宿,新北市雙溪區新基東街7之1號,02-24930088,http://www.happy88.com.tw,4間,NT$6500-7500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
矽谷溫泉會館,新北市新店區中正路491之1號,02-22180101,http://www.ntphotel.com/,132間,NT$3000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
和昇淡水漁人碼頭河清飯店,新北市淡水區中正路1段156巷8號,02-28059168,-,40間,NT$6500-7200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福容大飯店福隆,新北市貢寮區福隆里福隆街41號,02-24991188,http://www.fullon-hotels.com.tw/fl/,174間,NT$10800-56800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),4
雙禾庭園民宿,新北市雙溪區坤溪23號,02-24933260,https://shminsu.okgo.tw,5間,NT$3600-5600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
柳園民宿,新北市瑞芳區基山街237號,02-24975195,http://www.wretch.cc/blog/LH0933934627/22999160,5間,NT$4000-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
雲仙大飯店,新北市烏來區烏來里瀑布路1之1號,02-26616383,http://www.yun-hsien.com.tw,60間,NT$4400-8500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
三峽阿桂的家民宿,新北市三峽區金圳里9鄰金敏路52之1號,0921-157971,-,2間,NT$6800-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
仲信商務會館,新北市新店區中興路3段219之2號1至10樓,02-29106600,http://hsintien.chinatrust-hotel.com.tw/,71間,NT$4400-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
藍色水岸淡水海景旅店,"新北市淡水區文化路63號10樓之1至之3,11樓之1",02-86316188,http://brhotel.ezhotel.com.tw,7間,NT$5800-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
名流別墅民宿,新北市金山區名流路16巷14號,0938-585966,-,2間,NT$14000-14000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
隨喻而安民宿,新北市三芝區晴光街11號,02-26361708,-,3間,NT$3500-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
悅喜商務飯店,新北市板橋區東門街30之2號11至12樓,02-89658288,http://www.yesohotel.com.tw,46間,NT$3500-3700(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
薇城精緻旅店,新北市三重區重新路2段21號7樓,02-89882868,-,8間,NT$1380-2880(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
富悅渡假休閒旅館,新北市淡水區淡海路171號,02-28051010,-,40間,NT$7000-8800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美麗春天大飯店,新北市新店區太平路9號,02-86669999,http://www.beautifulhotel.com.tw,34間,NT$5800-12000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
台北旅人國際青年旅館,新北市淡水區三民街22號,02-26258222,http://www.taipeitravelers.com,16間,NT$3800-15200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
海灣假日酒店,新北市深坑區北深路3段265號,02-26628000,http://www.hioneholiday.com.tw/,252間,NT$8000-20000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
TSMOTEL（鼎帥温泉汽車旅館),新北市金山區金美街9號及11號,02-24988866,http://www.ting-shuai.com,45間,NT$5000-9800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
觀海樓旅店,新北市淡水區中正東路1段129號3至12樓(1樓門廳),02-26291117,http://www.hotelcloud.com.tw/tc/see/,60間,NT$5000-28000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
蘊泉庄(鴻寬),新北市淡水區淡金路79巷16號(代表號),02-26227888,http://www.yunestatehotel.com,78間,NT$22800-38800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
龍門溫泉民宿,新北市烏來區烏來里溫泉街116號,02-26618187,-,2間,NT$3500-3500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份民宿-龍門客棧,新北市瑞芳區崙頂路110號,02-24966036,-,5間,NT$1800-2200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
沐舍溫泉渡假酒店,新北市萬里區萬里加投166之1號,02-24082559,https://www.loftseaside.com.tw/,50間,NT$16500-45000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
幸福號角民宿,新北市淡水區水源街一段149號,02-26261133,-,4間,NT$1980-2480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
漁人碼頭休閒旅館,新北市淡水區中正路2段22巷8號2至7樓,02-28058886,http://www.fisherhotel.com.tw,36間,NT$3690-5720(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),3
烏來泰雅那魯灣溫泉渡假飯店,新北市烏來區烏來里瀑布路33號,02-26616000,-,45間,NT$4620-13200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
愛家旅館,新北市新店區北新路2段108號7樓,02-29129111,-,31間,NT$2200-2500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份小角落民宿,新北市瑞芳區坑尾巷1號,0938-460100,https://www.owlting.com/booking/BE/index.html?hid=7012ba60-c5ea-4852-858c-2939dac0ed96&v=1543536000000&l=zh_TW&curr=TWD,5間,NT$2500-8000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份巷居民宿,新北市瑞芳區佛堂巷11號,02-24967380,-,2間,NT$2800-3600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
淡水嶘民宿,新北市淡水區長興街31號,0966-553931,http://www.tamsui-homestay.com.tw/,4間,NT$2200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
八里福朋喜來登酒店,新北市八里區觀海大道8號,02-26192777,-,241間,NT$12800-42800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
君祥酒店,新北市泰山區中港西路456號,02-22975666,-,133間,NT$3600-5200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份山經民宿,新北市瑞芳區基山街204號,0902-056802,-,5間,NT$2000-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
老松的家民宿,新北市瑞芳區輕便路268號,02-24979117,-,5間,NT$1200-1200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
自然山居民宿,新北市萬里區員潭路16之9號,02-24983615,http://naturehouse.emmm.tw/,5間,NT$3200-3200(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
旅行邦尼,新北市淡水區中山路87巷7號,02-26218707,http://www.touristbunny.com/,5間,NT$1800-5400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
清翼居旅店,新北市板橋區館前東路26號6樓及6樓之1,02-29541808,http://www.morwinghotel.com,30間,NT$4000-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
車頭頂民宿,新北市平溪區十分街27號,02-24958055,http://ghetouding.okgo.tw,2間,NT$2500-4000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
花岩山林民宿,新北市三峽區有木里有木104之1號,02-26749618,http://arcadias.emmm.tw/,5間,NT$4200-5800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
橙橙民宿,新北市瑞芳區中正路10號2至4樓,0972-367787,-,3間,NT$3200-4400(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
利未莊園民宿,新北市瑞芳區山尖路97號,02-24961658,-,5間,NT$3500-6600(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
美好時光民宿,新北市瑞芳區崙頂路39之2號,02-24960326,-,5間,NT$3800-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
虹橋民宿,新北市三芝區八賢里1鄰八連溪1之5號,02-86354131,http://www.rbminsu.com/,3間,NT$2700-4500(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
有馬溫泉MOTEL,新北市土城區中央路2段392號,02-22606666,http://www.yuma2008.com.tw,80間,NT$2580-5000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
緩慢民宿,新北市瑞芳區山尖路93之1號,02-24961111,-,5間,NT$5300-7300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
青青汽車旅館,新北市三峽區長泰街30號及30號之1至27,02-26743333,http://www.chingching-motel.com.tw/,48間,NT$2680-4800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
陽明山家新休閒和昇會館,新北市金山區中信北路16巷38號,02-24080028,-,8間,NT$29480-29480(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
大東旅社,新北市貢寮區福隆里興隆街4之1號,02-24991362,-,15間,NT$1200-2800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
帝苑旅店,新北市板橋區文化路1段218號1樓及3至7樓,02-22572525,http://www.royalgardenhotel.com.tw/,45間,NT$3880-3980(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
福容大飯店淡水漁人碼頭,新北市淡水區觀海路83號,02-26287777,http://www.fullon-hotels.com.tw/fw/,198間,NT$9800-68800(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),5
玉山旅店,新北市鶯歌區文化路228號,02-86776060,-,11間,NT$2000-3000(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
九份山棧樓許桑的家民宿,新北市瑞芳區基山街31巷9號,02-24976417,-,3間,NT$1100-1300(定價係指各種房型之最高備查價格區間，各房型實際售價請依旅宿業者公布為主。),-
